reviews,label
apl terlalu berat saat di engkol,__label__1
  mudah fitur barang lengkap cari,__label__5
kenapa jumlah pengikut saya terjadi stuck di angka 15 terus? padahal saya setiap hari banyak yang mengikuti / follow akun saya.  tetapi tidak menambah malah sekian lama menurun. ,__label__3
"Shopee l love you, , , , belanja dengan mudah dan cepat murah lagi",__label__5
  puas nyaman aman jangkau suka,__label__5
Sangat membantu sekali,__label__5
"Langganan sebenarnya, tapi sayang setiap kali mau bayar tagihan shopepaylater aplikasi dan halaman nya tidak dapat di buka, dan akhirnya saya kena dendaan Itu pun eror sampai berhari2 hingga kena jatuh tempo, saya kecewa sekali karena eror nya aplikasi semua jadi jelek, sedangkan mau melakukan pembayaran kan harus bikin kode, lalu halaman nya tidak di buka, saya juga sebagai customer yang rugi",__label__3
"Kelemehan Shopee : Waktu konfirmasi klik barang sangat panjang, jelas ini merugihkan seller produk digital atau virtual.  Jika anda reseller top up diamond gaming, sangat susah modal buat di putar 🔂 lagi.  Padahal pembeli sudah di beritahukan bahwa tombol klik Terima pesanan atau barang setelah 5 jam.  Mending pembeli ingat setelah 5 jam klik barang, kadang sampai tanggal yang di tentukan Shopee panjang pun masih banyak pembeli yang reseh gak mau klik barang di terima.  Sekalipun di ingatkan",__label__3
"Kenapa aplikasinya keluar sendiri? Pas belum login normal ky biasanya, pas uda login trs agak lemot trs keluar dari aplikasi langsung.  Kenapa ini bisa terjadi? Gahabis pikir au sama shopee",__label__3
"Penilaian sya di ubah,Jadi malas saya dngn shopee,slama belanja si ok ok aja selernya amanah2,kurirnya juga ok tapi pas paylather di nol rupiahkan,serasa ada yg kurang tadinya sangat membantu,pdhl saya gk pernah gk ke bayar,tapi masih ada apl pembiyayaan yg lain lebih ok gak ada penyesuaian,limit tetap malah meningkat. ",__label__3
"Semoga dibaca sama developer nya onshop besar ini, mas shopee.  Tolong kasih alamat lengkapnya para seller dong shopee.  Biar enak aja kalo ada apa apa bukan cuman pembeli yang di rugi kan, udah beberapa kali ini aku kenak tipu oleh si namanya STAR SELLER, alamat pembeli juga pribadi jeyy, mohon di baca 🙏🏻🙏🏻 Terima kasih",__label__3
Bunga gue keowewiwhrhd Gyukrjewgekort Gdhdrorityyth Gdhdhdovv Gdnsowod Dgo hasian hari hari ini biasanya mengebor ke dalam kayu hidup ini biasanya memakan Ifurhd,__label__3
  susah spaylater spinjam limit spaylater kak,__label__3
Gua mesen celana disini terus pas paket dateng posisi gua lagi di luar karna lagi kerja dan paket di terima oleh emak gua lalu di buka oleh emak gua dan tidak sengaja terkena karter lalu celana yang gua pesan robek dan disitu gua pulang gua diberi tahu celana gua robek karna terkena karter oleh emak gua gua disitu langsung kecewa karna celana yang gua pesan robek dan gua di beri uang oleh emak gua disuruh beli celana lagi okelah gua beli celana lagi dan gua ingetin sekali lagi ke emak gua hati2,__label__1
"kenapa gak bisa check out? sudah ngikutin anjurannya yang nyuruh bersihin chace sampe logout bolak balik tetep aja gak bisa dan selalu ada tulisan aktifitas akun mencurigakan setiap check out, padahal udah memeber gold",__label__1
"Skr shopee makin pelit, promonya makin lama malah semakin gak menarik, sudah saatnya untuk pindah ke lain hati nih",__label__3
Versi cod mahal padahal murah aslinya Terlalu korup,__label__1
"Pihak shopee tolong dong, kenapa pulsa saya sampe sekarang belum masuk2 padahal saldo shopeepay saya sudah berkurang. Dari semalam sampai sekarang masih dalam proses terus😡",__label__1
"Saya sebagai penjual merasa dirugikan minggu2 ini.. karna potongan adminin trasinya semakin besar. Dan juga ada potongan chasback exstra, dan ongkir exstra.. padahal saya tidak mengikuti program itu.. di nonaktifkan juga tidak bisa.. tolong kembalikan shopee seperti sedia kala. .",__label__1
Aplikasi jual beli online yg bagus,__label__5
Nyesel gwe main ada koin 3000 terus main shopee capit yang katanya dapat 1. 000. 000 gwe habisin semua coin ambil kotak sama bungkusan eh malah rugi koin gwe abis gak dpet apa apa aplikasi gak jelas nyesel gwe download main setiap hari habisin kuota doang klian jangan download yah okh,__label__5
"Saya kasih bintang 3, terkadang tidak sesuai, sudah pakai voucher gratis ongkir tapi masih jga kena biasa ongkir.  Kalau tidak ada gratis ongkir, jgn di buat promo gratis ongkir. ",__label__3
"Mudah cek out my,  pengiriman cepat,  prodak sesuai pesanan,  harga ekonomis",__label__5
"2 Hari sekali Update, tapi gak ada perubahan deh. . . masih sering lemot padahal internet stabil, mau check out loading trs. .  Jangan bilang HP gw nya yg jadul, gw pake Samsung A 52 6/128 os Android nya yg terbaru ya. . . 😠",__label__3
kecewa banyak yang ga sesua mau dianinstal aja,__label__1
"voucher gratis ongkir di shopee kenapa gabisa di gunain lagi ya, sudah beberapa hari ini, padahal sudah memenuhi SK voucher dan min belanja tpi tetap saja tidak bisa, sangat kecewa:((",__label__1
"Sebetulnya aplikasi Mudah cuma,,.  Free ongkir seringkali tidak bisa saya pakai, dengan alasan minimum order padahal kita juga sdh nambahi orderan masih tetap saja tdak free dan juga alasan metode pembayaran, harusnya jika sdh komitmen kash free ongkir mau payment pakai cara apapun Bisa tolong d perhatikan dong",__label__3
"Puas belanja di Shopee,  amanah",__label__5
Sangat membantu dengan adanya shopee,__label__5
"Awalnya saya suka sama shopee bikin ketagihan belanja,, koin saya sudah lumayan tpi kenapa tiba2 nge log out,dan pas mau masuk gag bisa.  Kan sayang. . .  Begitu saya upgrade dan bikin akun baru tmbah lemot. . ",__label__3
  aplikasi rentenir aplikasi usak,__label__1
Shopee kenapa jadi lelet bgt sii top-up shopeepay susah masuk mau bayar barang juga susah,__label__1
Aplikasi nya bagus tapi kenapa pas mau verifikasi ShopeePay yg kedua kali kamera malah gak bisa di fokusin padahal udah ada bacaan klik layar untuk memperjelas foto tapi gak bisa.  Udah ke pusat bantuan gak ada respon Capek kak kalo harus bulak balik isi saldo ke indomaret berkali2 transaksi huh.  Jawab ya kak aku bakal langsung benerin rating janji,__label__3
Pertama kali nya pesen di shope dan suka banget pengiriman nya cepat harga bersahabat❤,__label__5
Aplikasi makin hari makin aneh.. saya bayar paylater sama spinjam selalu tepat waktu ga pernah telat.. ini saya ajukan lagi spinjaman sudah disetujui lhaa dana nya belom masuk sudah 2 hari gimana sih ini?? Yang pembayaran  malah dibelit belitin kayak gini!,__label__1
Bot terlalu banyak... Promo baru 1 detik barang dah habis. Kesan nya percuma di ada kan promo.,__label__1
  lumayan,__label__3
Ga tau kenapa lebih enak belanja di la*ada ya.  Karena ongkir nya lebih murah.  Shopee tu gratis ongkir nya cuma gimmick ya mesti pake shopee pay.  Kalo ga pake shopee pay ya gratis ongkir nya paling sebulan sekali.  Dan itu pun potongan sistem nya ongkir 20 di potong 10 ya tetap saja 10ribu.  Di la*ada ongkir ke saya flat 7500 ga pake voucher promo bla BLA BLA.  FAKTA,__label__3
"Pemilihan jasa kirimnya ga ada, Trs shopeepaylateernya ga jelas, katanya bli sekarang baýar bulan depan, boro² bayarnya bulan depan barang baru dtg 2 hari dh di tagih cicilannya di cantumin pembelian bulan sebelumnya pula.  haduuwh untung banyak yaa. . . ",__label__3
Merasa puas,__label__3
Bagus banget pengiriman nya barang jg sesuai dengan pesanan makasih shopee. ,__label__5
  hancur parah pindah lain hati ijo tarik,__label__1
   express laku kali baik layan deh wajib pakai paket sadap bagi sortir hari malam kurir parah jam pagi gudang,__label__1
  belanja asyik  barang bagus murah kecewa kirim kurir pilih,__label__3
tolong pihak shopee ini bagaimana cara penarikan dana di shopee pay.  sedangkan mau daftar shopee pay aja suruh masukin kode OTP tapi tidak pernah di kirimkan kode OTP nya. mau daftarkan rekening bank juga kasus sama tidak dikirimkan kode OTP.  Terus bagaimana cara saya menarik uang saya kembali setelah pembatalan belanja.  gila aplikasi segede ini pelayanannya buruk sekali. ,__label__3
Keren applikasinya banyak gratis ongkir kalo tgl tgl cantik,__label__5
"Puas,  tepat waktu dan terjamin.  Jadi keasyikan belanja terus.  🥳😁",__label__5
  layan buruk pesan batal dana kapok belanja,__label__1
"Belanja di shopee sangat aman dari pembayaran dan banyak geratis ongkirnya,  bagus  pula. ",__label__5
"Kenapa akun saya ditangguhkan dengan alasan saya melakukan kesalahan dalam pembayaran, padahal saya baru buat lho itu dan baru satu kali order shoope food, dan di dalam nya juga masih ada shoope pay saya,, jadi tolong kembalikan akun shoope saya!!!",__label__1
"Sering kembali ke halaman utama pada saat buka halaman shopefood, jaringan internet stabil spek handphone middle end. . ",__label__3
"Pelayanan baik,  informasi cepat,  produk yang diingin mudah didapat 🙏",__label__5
Kesel gw .  Biasa belanja paling lama 3hari uda sampe.  Ini uda 4hari estimasi barang masih di tempat sortir gak gerak2.  Masa iya di simpen di gudang berhari hari,__label__3
"baru hari ini saya kecewa berat, padahal sudah beli gratis ongkir 5X tapi ga bisa di pake sama sekali.  saya sudah rugi di gratis ongkir untuk pesanan 3X sebanyak 53Rb.  tolong di perhatikan lagi shopee rating saya turunkan!",__label__3
Kurir nya lambat,__label__1
Saya ga bisa log in padahal udah punya akun,__label__1
"Iklan nya jangan dibanyakin dong saya sudah download di hape saya satu lagi malah muncul terus ,sampe ngelag cuman gara2 pop up",__label__1
Semoga dengan adanya app shope saya bisa berjualan dengan lancar dan laris manis aminn,__label__5
"suka sih belanja,tp gk suka sama voucher gratis ongkirnya.  oke sih bole ada.  tp tolong lah jngan kebanyakan gratis ongkir pembayaram shopee pay lah!!! ia kak saya tau gk cuma via pembayaran Shopee pay.  tapi masalahnya kebanyakan kak buat via shopee pay, bagi pelajar yg suka online kesulitan kalau mau gunain gratis ongkir pake shopee pay, karena ribet mau top upnya.  dn juga blm punya apa"" masalah bank. ",__label__3
"Belanja di shoppe bikin nagih , , , .  Banyak diskon dan gratis ongkir , , ",__label__5
Kenapa akun shoppe gw ilang dengan sendirinya:(( tolong dong min,__label__1
"Kalo udah kelamaan dibuka, jadi lemot.  Ga ada respon apa2 aplikasinya.  Yg bikin sebelnya tuh kalo udah nemu barang yg cocok tp karena lemot jd ga bisa diapa2in.  Harus ditutup dulu aplikasinya.  Dan pas buka ulang, udah ga nemu lg barang yg sama.  Satu lg, lama2 voucher gratis ongkirnya makin byk syaratnya",__label__3
"Susah susah jadi mamber platinum saldo shopeepay masih banyak, tiba2 keluar akun dengan sendirinya. . di masukin lagi selalu saja sambungan dalam masalah. . . gimana sih apk shopee ini.  .  . ",__label__3
"gapernah dapat cashback lagi , apalagi voucher tagihan pulsa listrik selalu terbatas.  semakin lama semakin pelit ya shoppe",__label__3
"Sy udah bertahun tahun pake aplikasi shopee aman dan ,, hari ini detik ini sy hapus , gara gara sy beli barang ,, dan penjual ny salah kirim ,sy ajuin pengembalian malah di tolak pihak shopee ,,mending belanja di toko ijo aja ,sy sangat kecewa karna barang yg di beli gak bisa di pake",__label__1
"Saya topup shopee pay lewat tranfer bank tapi saldo tidak bertambah, tolong sistem perbaiki kenapa ini topup tapi saldo tidak bertambah, tukang tagih lu nelfonin mulu gw mau bayar utang malah system lu nora",__label__1
Saya senang belnja disini,__label__5
"Sdh pilih2... saat ingin mmbeli Susah dpt kode verifikasi OTP, cb puluhan x ga bisa..... payahh....",__label__1
"Hampirkali ke lima sofepaylater tidak bisa di aktifkan,padahal member PLATINUM,Transaksi lumayan besar,tolong kalo bisa pemberitahuan tentang sofepaylater saya dihapus aja deh.bikin kesel!!!!!",__label__1
"Tolong dong sampaikan ke kurirnya, kalo kirim paket jgn malem, sudah paket belom sampe, tertulis paket tidak bisa dikirim karena orang tidak ada, bagaimana ini. . . ",__label__3
Sama kayak yang lain????? Pdhal saya mau cek dan order Akun kelura sendiri pas nasuk loading lama . . . . . . mohon secepatnya pihak shopee di perbaiki So Far shopee masih paling mudah di gunakan. . . ,__label__3
Saya kasih bintang 3 . . . kenapa. . . karena.  . . . mau masuk terus mintak no hp yang beda beda. . . padahal betul betul mau order. . . . . susah kali ia semoga saya berhasil order cod di soppy. . . .  Semoga pihak soppy beri kemudahan untuk kedepan nya. . . . . dan pihak soppy baca keluhan saya ini. . . .  Mohon. . . . dilermudah dong. . . . !!!???,__label__3
Kenapa klo cek out terus klik pembayaran . . nda ada kode pembayaran . . sudah bolak balik berulang kali . halaman kosong nda da kode pembayaran ? Jadi bingung mo bayar barang kode pembayarane nda ada,__label__3
"Serverx error bayar musti ulang2 padahal jaringan stabil dan penanganan penipuan dlm aplikasi pun belum berkurang,..",__label__1
Knapa saya gk bsa verivikasi wajah trus ya. Jdi gk bsa masuk k acount shopee saya,__label__1
  transaksi belanja update,__label__3
Terimakasih shopee sudah sangat membatu kebutuhanku,__label__5
"Dengan shopee belanja jadi mudah kapanpun dan dimanapun,  gak bikin   !!!",__label__5
Spaylater ditolak terus,__label__1
Aplikasi pembelian yang paling bagus di banding yang lain.  Tks shoppe,__label__5
"Setelah diperbaharui kok malah gak bisa milih jasa pengiriman kayak biasa Kecewa saya,tau gitu gausa di upgrade aj Jdi gak nyaman,jdi gak bisa pantau Uda dimana paketan Kembalikan shopee seperti versi sebelumnya donk,yg bisa bebas milih jasa pengiriman",__label__3
Kekagumanku hilang seketika setelah apa yg kau lakukan padaku perguso,__label__1
  gratis ongkir beda wilayah diskon diskon mahal diskon kaya aplikasi belah bohong gratis tidak usah kupon gratis ongkirlah kecewa senang pilih cek out pakai gratis ongkir diskon harga kirim belah,__label__3
Voucher nya sama sekali gak bisa di pake,__label__1
"Hai shopee, mohon maaf banget aku kasih bintang 3.  Padahal dulu shopee jagoan aku bgt karena dapet gratis ongkir dan jasa pengirimannya yg mudah. .  Tapi sekarang aku kecewa kenapa jasa pengiriman hanya disediakan oleh pihak shopee sendiri? Pengiriman barang jadi lama, yang biasanya 1 hari lgsg dikirim dan sampai, ini malah belum dikirim2 dan berhari2 nunggunya.  Kurir yang biasa udah tau alamatku, sekarang malah harus ganti karena beda jasa pengiriman.  Please adakan lagi jasa pengiriman lain, thx",__label__3
"Barang2 nya lumayan lah bagus dan murah tergantung kualitas jg.  Tp yg penagih shoppee pay later kapan saya ga pernah ga bayar, setiap bulan saya bayar.  Sblm tgl 11 udh di tlp2in iih berisik.  Ga bakalan d angkat yg d penting d bayar. ",__label__3
Saya tidak puas dengan shopee.  Karna yg gratis ongkir cuma yg punya shopee pay.  Pdhl saya sdh daftar shopee pay 2 kali g ada yg dikonfirmasi.  Kecewa sdh cekout tapi ga jdi karna ga gratis ongkir.  Seharusnya gratis ongkir ada terus buat yg ga punya shopee pay.  Tr. ksh.  semoga shopee bisa memprogram gratis ongkir trs.  Agar saya tdk dowload aplikasi yg lain. ,__label__3
"Masih lemot aplikasinya, dan klo cod suka ada biaya penanganan, maksud dan tujuan biaya penanganannya pun kurang jelas untuk apa, biaya pengirimannya juga selalu beda2 gak seperti tetangga yg warnanya biru kombinasi ungu",__label__3
Sebel banget sama shopee.  Mau beli aja masih nunggu voucher gratis ongkir.  Pelit sama voucher. .  Orang mau belanja malah gk jadi deh karna ongkirnya mahal 😡 Tolong dong kasih voucher yg banyak.  Biar belanja di shopee terus,__label__3
  aplikasi  pinjam  paylater,__label__3
"AKUN SAYA DIBLOKIR SETELAH TEMEN SAYA KIRIM SALDO SHOPEE KE SAYA, ANDA MAU CURI UANG SAYA YA, TOLONG KEMBALIKAN UANG SAYA KARENA AKUN SAYA DIBLOKIR OLEH SHOOPEE, PADAHAL SAYA TIDAK MELAKUKAN APA APA",__label__1
"Sudah lama sy belanja via Shopee,  memuaskan sekali. terima kasih Shopee",__label__5
Akun shopayletter AQ dibajak tetangga AQ. Mo ngrusnya ribet. Suruh cari kode otp. Jelas gak mau ngaku lah. Maling suruh ngaku penjara penuh. Tolong kasih solusi donk biar bisa dapetin akun aku kembali. Lumayan dpt limit 3juta,__label__1
"Mengapa hampir 1 minggu ini.  pulsa, tagihan dan hiburan di shopee ga bisa ke buka, tolong diperbaiki",__label__3
  shoppee murah jangkau harga,__label__5
Sumpah demi apa shoppe penjualnya semua online 4 hari yang lagu kenapa cobak saya mau beli sticker padahal,__label__1
"aplikasi olshop paling berat dan paling lemot nomer 1 di indonesia.  hp ane ram 4gb, internal 64gb, sinyal 4G manteng.  tetep aja lemot, brrti kan bukan dari hape saya, tpi lemotnya berasal dari aplikasi/ server shopee nya.  2 bintang ane tahan sampai ada perbaikan",__label__3
Suka sekali belanja di shope,__label__5
"Sangat menguntungkan bagi pembeli, karna banyak gratis ongkirnya. ",__label__5
"Kenapa ya apk shopee nggak bisa terinstal di perangkat saya,Redmi note 3.  padahal saya download tetapi tidak dapat di instal mohon bantuannya ya mimin shopee",__label__3
  suka belanja  bantu harga jangkau sukses,__label__5
"Lemot mulu kadang, servernya gimana lah",__label__1
Mantap kalo mau pesen barang tinggal klik doang bagus banget,__label__5
Aplikasi yang sangat membantu.  mampu memenuhi segala kebutuhan yg di inginkan. ,__label__5
"Buruk dan sangat merugikan, tidak aja jalan tengah bagi pembeli yang komplain terhadap barang di beli ternyata cacat sistem, admin di chat meninggalkan secara sepihak menandakan dia tidak sopan, jika Shopee tidak percaya saya bisa kirim chat saya lewat e-mail. Cukup pembeli emang slalu berdampak rugi paling besar.. So gais hati hati aja.!!",__label__1
  payah jnt minggu jakarta batam doang mending kirim pakai pos gitu hapus opsi jnt economy  layan kek tai komplen gubris responsible gaji buta,__label__1
Say kasih bintang 5 walaupun spinjem ga ada di aplikasi saya tolong donk ka adain biar muncul,__label__5
"AUTO UNISTAL, SHOPEE SEKARANG PELIT GRATIS ONGKIR, MENDING BERALIH KE TOKPED",__label__1
"Respon dan pengiriman cepatterimakasih shopee,  sukses selalu shopee❤ . ",__label__5
Sangat bagus tempat belanja online,__label__5
"Kenapa akun saya tidak ada opsi cod pada metode pembayaran? padahal toko sudah support cod, saya sudah update aplikasi shopee, saya juga sudah memilih jasa kirim jnt tapi tetap saja tidak ada opsi cod",__label__3
Voucher gk bs dipake gk jelas!!!,__label__1
"Sangat suka dengan aplikasi perbelanjaan ini,  beda dari aplikasi yang lainnya.  Terima Kasih Shopee😍😍🤍🤍🤍",__label__5
Suka banget belanja di shopee Semoga makin banyak voucher2 gratis ongkir nya dan voucher2 lain nya 😍😍😍😍,__label__5
Terlalu perhitungan aplikasi shopee sekrg ... mau isi saldo di charge .. voucher tidak menarik parahnya lagi penilaian yg awalnya 100 koin jd 25 ... terlalu pelit dan tidak fair ... kalau begini saya yakin banyak pengguna pindah ke aplikasi lain ... sebenarnya saya tidak mau kasih bintang tp krn harus ada bintang baru bisa posting jd terpaksa harusnya NOL bintang ... kalian tidak FAIR,__label__1
Shopee sangat membantu pembelian barang yang kami butuhkan.  👍 Shopee.  sukses & semakin jaya 💪👍,__label__5
  hebat deh,__label__5
"Kecewa dengan shoppe, karena tiba² shopeepay ku berkurang alias bayar sendiri",__label__1
Jancokk ..gak ngelanggar apapun tiba tiba akun di batasi ..udah gitu habis pesen ..,__label__1
Memudahkan untuk berbelanja,__label__5
Knpa yaa setiap saya memesan produk di shopee pengantarannya lama banget dan melewati tanggal perkiraan 😔😔terasa jdi malas lagi memesan kalau pengirimanx lama banget,__label__3
Saya senang bisa belanja juga bisa berjualan di shopee.  Jaya selalu bersama shopee. ,__label__5
"Shope makin sini makin ngaco. Dlu kalo komplain di tanggapi serius, skrng udah ga gitu. Dan kenapa sih harus otomatis pake jasa kirim shoppe express yg lambat banget. JKT Bandung 4 hari, Surabaya Bandung aja lambat 3 hari. Parah sih... Jangan bikin jasa expedisi kalo ga siap..",__label__1
Aplikasinya mudah dipahami bagus .  Pokonya ok ok dibanding yang lainnya,__label__5
Bagus sih aplikasinya memudahkan buat belanja dan nyari barang di inginkan,__label__5
Aplikasi kejam sm driver,__label__1
  pslater sistem sibuk minggu ticak,__label__3
"Tapi kalau bisa banyakin barang cod nya gan, karena kalau langsung transfer qta kan ga tau barang tersebut memuaskan atau tidak karena kalau tidak memuaskan uang dah masuk kebanyakan barang tidak bisa ditukar kembali, TOLONG di kabulkan shopee ini juga masukkan dari teman2 penggunaan shopee yang lain saya mewakilkan Bogor Jawa barat terimakasih shopee. . . ",__label__3
Aplikasi shopee membantu dalam usaha mengembangkan bisnis Makanan online saya,__label__5
Bug atau gimana ya ? Saya log ini dengan akun google malah di suruh dengan nomer yang lain.  Padahal nomer aktif dan selalu kepake.  Log in pakai facebook juga sama.  Gaada sms verifikasi masuk.  Tolong dibenahi,__label__3
Terlalu lambat untuk mobile Pake react js Agar lebih ringan,__label__1
   marketplace depan puas konsumen layan,__label__5
Belanja di shopee tanpa   dan amanah toko tokonya.  Voucher berlimpah mana bisa main gamenya kalau gabutt.  mantapp Shopee 🥰,__label__5
"shoppe bagus banget,  cara mesan nya juga mudah pokok nya shoppe the best deh",__label__5
"Bagus dong,  produk apa aja ada,  banyak gratis ongkir nya. ",__label__5
Setelah update shopee ke versi terbaru knp skrg jadi ada broadcast massage secara massal gitu yaa dari online shop yg tidak saya follow.  Terganggu banget.  Trus juga harus satu persatu dibuka massage nya untuk di blokir broadcast massage nya itu.  Tolong di tindaklanjuti dong.  Saya sebagai pengguna aktif di shopee merasa terganggu banget.  Jadi ribet kalau harus nyari pesan dari seller yg kita cari karna terlalu bnyak broadcast massage dari seller yg lain. ,__label__3
Pada dasarnya smua baik pertahankan dan mudah2an pelayannya lebih ditingkatkan lagi. ,__label__5
Kasih promo kgak ikhlas.... 12.12 anying... Shopepay kagak bisa dipake (error') anying anying,__label__1
Kapan shopeepay saya bisa digunakan padahal masih ada saldo loh tapi tulisan nya UPS tidak bisa di gunakan,__label__3
Shopeefood Gabisa Di Cencel Nunguin Driver Nganterin Malah Udah 5 Jam,__label__1
"Sangat bagus dan mudah,  cepat dalam pengirimannya,  dalam pembelian fast respon dan barang sangat sesuai",__label__5
  susah pakai gratis ongkir tolong baik minimal,__label__3
Berbelanja lebih nyaman ga perlu keluar rumah 🏡 .  Produk nya pun 80 persen realpick 👍,__label__5
"Senang berbelanja dengan shopee, tapi akhir akhir ini tidak bisa buka profil tiap toko"" yg saya tuju, tulisannya ""Halaman sedang perbaikan"" kenapa yah kira"" ???",__label__3
Senang belanja di shopee,__label__5
Diilklan ngomongnya shopee cod ko alamat saya ga mendukung cod!!! Shopee berkonde shopee berkonde,__label__1
"Rata2 sesuai pesanan,  paket paking rapi dan cepat sampai ke alamat",__label__5
"Mantaap abiss , ,  ,  ,  naikin dong limit kredit sya masa gk naik2 cuma 100 ribu",__label__5
Sdh diperbarui kok ga bs dibuka ya. .  pdhl memory msh byk dan data internet full.  Br blj ga dikirim2 barangnya.  Mau chat penjualnya jd ga bs krn ga bs terhubung ke shopee.  Mohon solusinya dong kak,__label__3
Mantah dan lebih praktis banyak event yang sangat membantu dan menjadi lebih seru lagi belanja di shopee 12 12,__label__5
"Seneng banget belanja didn't shopee deh,  semuanya terbaik pokoknya.  Banyak ongkir +banyak voucher discount. ",__label__5
"Bingung kenapa pas buka toko ada pemberitahuan ""Maaf sedang ada perbaikan, kami akan kembalikan anda pada halaman utama"" Jadi ngak nyaman waktu belanja",__label__3
Untuk kerjasama dengan pihak Jasa kirimnya lebih di tingkatkan lagi. ,__label__5
"Banyak produk murah dan berkualitas d sini, , semoga free ongkir nya syaratnya lebih gampang ya😁",__label__5
Seneng belanja d shopee banyak promo nya.  Ongkir nya juga gratis.  HEHEHE,__label__5
"Aplikasi pelit , ada cashback 4jam eehh taunya zonk nipu banget ih",__label__1
Min mau tanya. tiap mau ada event kok Lola ya . apa hp saya yg bermasalah🤣🤣🤣🤣,__label__5
Driver shopee food gk ada untk medan,__label__1
"Belanja di shopee banyak yg COD,  bagus saya suka belanja di shopee",__label__5
  istimewa  barang cari,__label__5
Suka sekali belanja dishopee,__label__5
Jangan pernah semangat dan tetaplah putus asa dan jadilah beban keluarga,__label__5
Aplikasi aneh masa tiba² akun kue logout sendiri udah 4 x kaya gitu trus padahal ngga ada apa😡,__label__1
  guna  jnt layan bagus cepat cinta  cinta jnt,__label__5
"Min ini kenapa apk shope nya, selalu keluar sendiri saat ngecek paket yang di kirim, terus di paket nya juga afa bacaan ""paket anda gagal di kirim"" maksudnya ini apa ya min shope, mau mengajukan chat pribadi dengan cs nya juga keluar sendiri apk nya aneh anjir tolong dong, ini barang saya gagal dikirim, mana gak bisa di chek lagi",__label__3
"Kenapa setiap ada promo akun saya tidak bisa check out harus harga normal, dan voucher gratis ongkir juga tidak dapat di gunakan di semua produk. Lalu dimana untung nya pake shoope. !?",__label__1
Apa ini tiap flash sale berlangsung mendadak error selalu koneksi down ditambah barang tidak ada di menu,__label__3
Selalu belanja di shoope . bagus dan tidak   . ,__label__5
  belanja butuh rumah  puas hemat,__label__5
Shoope skrng nga bujangon. Asal di buka lelet,__label__1
"Awalnya   sm Shopee, ,  tapi setelah komplen dan diperbaiki alhamdulillah skrng malah sering blanjanya di Shopee dan smoga Shopee smkin sukses",__label__5
"Lemot bgt sekarang klw buka shopee,yg td nya mau nyari2 barang jd kburu males duluan sangking lemot nya. . ",__label__3
"Baik pengirimanya,  mungkin masih cukup lambat untuk daerah terpencil",__label__5
"Shopee parah ...paket yg udh saya kirim sudah di terima oleh pembeli tanggal 24 Agustus , tp sampai tanggal 28 Agustus dana blm masuk juga ke saldo ,saat saya chat admin shopee di suruh tunggu sampai to tanggal 30agustus itu artinya 1 Minggu sejak barang di terima ..aneh bngt metode pencairan dana nya ,masih mending TOPED",__label__1
"aplikasinya sih lumayan bagus,j&t nya juga pengirimannya cepet,tapi kadang shopeenya lemot,apalagi pas 4. 4 itu sangat lemot banget,trs voucher nya sekarang susah di dapetin,kata aku sih mending pake lazada ya walaupun lazada pengiriman nya lama tapi banyak voucher gratis ongkir,dan di shopee pun sekarang jarang ada voucher gratis ongkir",__label__3
saya sudah lumayan lama pakai aplikasi ini. .  awalnya nyaman sekali karna setiap belanja melebihi minimal pembelian pasti gratis ongkir otomatis. . .  tapi sekarang makin ribet harus tuker voucher dulu udah gitu dalam sebulan cuma dapat 5 voucher gratis ongkir. .  sama aja belanja saya dibatasi. . .  mending gak usah ditulis gratis ongkir kalo pas check out ternyata bayar juga ongkirnya. . ,__label__3
Gratis mulai 0 nya udah gk ada lagii,__label__1
"Bagus cuma satu kenapa laporan pengiriman gak real time selalu telat, bikin was was pembeli shopee kok belum dikirim kirim, lusa ada laporan dikirim tanggal kemarin.  Tolong laporan barang jangan telat",__label__3
Sukaa bgtt tpi belakang ini gtw kenapa rasa error,__label__3
Tarik dana tidak bisa lagi ya.  Mohon pencerahannya Shoope. ,__label__5
"Dear, shopee Ada apa ya sama aplikasinya? Sudah dua hari berturut-turut setiap saya buka shopee, selalu logout dengan sendirinya login lagi, lalu logout lagi, begitu terus.  Padahal saya mau cek out dan melacak orderan saya sudah sampai mana, jadi saya sekarang kesulitan untuk itu.  Mohon dicek ya, terimakasih",__label__3
Mls bngt sering eror ni apk,__label__1
aplikasi belanja online terbaik😼💘,__label__5
"Makin lama ongkirnya makin mahal, dibandingkan toko sebelah.  Cashback juga dikit banget, intinya sekarang shopee kalah sama toko sebelah. . . ",__label__3
"Shopee membantu saya membeli barang yang butuhkan, terima kasih shopee",__label__5
"Shopee sekarang pelit kasih voucher free ongkir Rp 0 tolong dikembangkan lagi ya jangan makin mengecewakan dan tolong vouchernya diperbanyak dan bisa digunakan di semua toko baik di dalam negri maupun luar negri :"")",__label__3
Barang ok kiriman cepat sukses selalu,__label__5
"makin lama makin menurun performa nya, koin dari ngasih penilaian juga makin dikit. dari 100 ke 50 lalu sekarang ke 25. haduh lama2 pindah deh. koin nya abis buat bayar jekicen dan mas al juga si andin kali ya wkwk. mengakak",__label__1
Baik Setelah saya naik ke level platinum knpa malah tidak mendapatkan ongkir sich. ?,__label__5
