reviews,label,review
"Kok pengirimannya cuma reguler saja di semua toko? Pengiriman hemat gak ada satupun di semua toko, teman saya pun begitu juga, jadi malas saya pake shopee udah tau pengiriman reguler mahal pengiriman hemat nya malah ilang, padahal dulu pake shopee enak enak aja",__label__1,"__label__1 Kok pengirimannya cuma reguler saja di semua toko? Pengiriman hemat gak ada satupun di semua toko, teman saya pun begitu juga, jadi malas saya pake shopee udah tau pengiriman reguler mahal pengiriman hemat nya malah ilang, padahal dulu pake shopee enak enak aja"
"servernya lg knpa yah dr kemaren kok eror terus, sy mau bayar check out an sm s pay later ga kebuka, sy juga udah ngikutin saran hapus cache sm log out tp tetep sama ajh.. tolong dong perbaiki",__label__1,"__label__1 servernya lg knpa yah dr kemaren kok eror terus, sy mau bayar check out an sm s pay later ga kebuka, sy juga udah ngikutin saran hapus cache sm log out tp tetep sama ajh.. tolong dong perbaiki"
"Terlalu ribet, masa persetujuan untuk shipeepaylater ajah harus ada syarat yang sangat rumit, udah terlanjur top up lagi. Enggaj semua orang pakak BPJS dan KARTU KREDIT.",__label__1,"__label__1 Terlalu ribet, masa persetujuan untuk shipeepaylater ajah harus ada syarat yang sangat rumit, udah terlanjur top up lagi. Enggaj semua orang pakak BPJS dan KARTU KREDIT."
KEBANYAKAN UPDATE APLIKASI,__label__1,__label__1 KEBANYAKAN UPDATE APLIKASI
"😡😡😡😡😡😡😡😡😡🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡😡😡Banyak masalah dan banyak peraturan yang tidak dikwtahui tentunya banyak toko toko dan pembeli rugi karna saldo tidak dapat di tarik,dan juga banyak akun akun yang ditutup swcara pernanen tampa diketahui pemasalahanyaa apa,,ajukna banding pun gak ada respon respon..jangan download aplikasi shoope aplikaai gobpog gka bener ngerusak akun akun orang banyak agauran gak pasti hobpoo🤬🤬🤬🤬🤬😡😡😡😡😡😡😡😡😡😡😡😡😑😑😑😯😯😯😯😯😯😯🤬🤬🤬🤬🤬🤬🤬🤬🤬",__label__1,"__label__1 😡😡😡😡😡😡😡😡😡🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡😡😡Banyak masalah dan banyak peraturan yang tidak dikwtahui tentunya banyak toko toko dan pembeli rugi karna saldo tidak dapat di tarik,dan juga banyak akun akun yang ditutup swcara pernanen tampa diketahui pemasalahanyaa apa,,ajukna banding pun gak ada respon respon..jangan download aplikasi shoope aplikaai gobpog gka bener ngerusak akun akun orang banyak agauran gak pasti hobpoo🤬🤬🤬🤬🤬😡😡😡😡😡😡😡😡😡😡😡😡😑😑😑😯😯😯😯😯😯😯🤬🤬🤬🤬🤬🤬🤬🤬🤬"
"Tiba² Akun tutup permanen sendiri,,padahal akun ini saya gunakan hanya untuk pembelian saja,,jadi males belanja lewat shoppe",__label__1,"__label__1 Tiba² Akun tutup permanen sendiri,,padahal akun ini saya gunakan hanya untuk pembelian saja,,jadi males belanja lewat shoppe"
Saya kasih bintang 1 isi pulsa gagal suruh nunggu 3 x 24 jam gak bisa beli pake shopee pay padahal saldo mencukupi malah di suruh isi saldo,__label__1,__label__1 Saya kasih bintang 1 isi pulsa gagal suruh nunggu 3 x 24 jam gak bisa beli pake shopee pay padahal saldo mencukupi malah di suruh isi saldo
Apk nya bgs bngt🙃🙃,__label__1,__label__1 Apk nya bgs bngt🙃🙃
Aplikasi ribet bngat daftar nya,__label__1,__label__1 Aplikasi ribet bngat daftar nya
"Toko online gak, jelas banyak penipuan tapi shopee diam aja... Pendaftaran toko kasih alamat yang jelas... Biar penjual tidak banyak menipu.... Respon nunggu nunggu sampai 3hari tambah 7hari, tambah 3hari.... Konyol",__label__1,"__label__1 Toko online gak, jelas banyak penipuan tapi shopee diam aja... Pendaftaran toko kasih alamat yang jelas... Biar penjual tidak banyak menipu.... Respon nunggu nunggu sampai 3hari tambah 7hari, tambah 3hari.... Konyol"
"Kecew dengan shope saya sebagai seller tolong lah,penarikan dana lama sekali kami sebagai seler dana mau di pake buat mutar lagi ,masa sekarang harus nunggu 2 sampe 3 hari secara tidak langsung shope mematikan kita Mudah""an di perbaiki sistem nya ya",__label__1,"__label__1 Kecew dengan shope saya sebagai seller tolong lah,penarikan dana lama sekali kami sebagai seler dana mau di pake buat mutar lagi ,masa sekarang harus nunggu 2 sampe 3 hari secara tidak langsung shope mematikan kita Mudah""an di perbaiki sistem nya ya"
"Saya turunkan bintangnya.. Saya mau belanja suatu barang, tapi tidak bisa transaksinya , padahal saldo mencukupi, lebih malahan saldonya... Padahal saya pelanggan shope sudah lama... Apakah saya akan berpaling?",__label__1,"__label__1 Saya turunkan bintangnya.. Saya mau belanja suatu barang, tapi tidak bisa transaksinya , padahal saldo mencukupi, lebih malahan saldonya... Padahal saya pelanggan shope sudah lama... Apakah saya akan berpaling?"
Mau order shopee food rumah makan yg saya cari tidak ikut promosi yg besar. Pencarian selalu diarahkan ke rumah makan yg ikut promosi... Ini aneh? Alhasil coba2 pesen yg promosi (diarahkan mulu) tetapi rasanya ga karuan. Ini kenapa mau pilih rumah makan tetapi diarahkan ke rumah makan yg ikut promo terus? Apa yg ikut promo bayar juga ke shopee? Malah resto yg enak2 tidak ikut promo,__label__1,__label__1 Mau order shopee food rumah makan yg saya cari tidak ikut promosi yg besar. Pencarian selalu diarahkan ke rumah makan yg ikut promosi... Ini aneh? Alhasil coba2 pesen yg promosi (diarahkan mulu) tetapi rasanya ga karuan. Ini kenapa mau pilih rumah makan tetapi diarahkan ke rumah makan yg ikut promo terus? Apa yg ikut promo bayar juga ke shopee? Malah resto yg enak2 tidak ikut promo
Iklan mu jan ganggu ndek ndi2 enek ra kenek di skip,__label__1,__label__1 Iklan mu jan ganggu ndek ndi2 enek ra kenek di skip
"apk penipu,katanya dapat pulsa eh taunya ditipu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",__label__1,"__label__1 apk penipu,katanya dapat pulsa eh taunya ditipu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Makin kesini makin jelek, paylater tidak bisa digunakan buat cicilan, kurir tidak bisa pilih (dipaksa pakai shopee express), potongan gratis ongkir tidak seperti sebelumnya",__label__1,"__label__1 Makin kesini makin jelek, paylater tidak bisa digunakan buat cicilan, kurir tidak bisa pilih (dipaksa pakai shopee express), potongan gratis ongkir tidak seperti sebelumnya"
"Parah banget shopee... Saya gk bisa akses spaylater,shopeepay gak bisa cek out belanjaan juga setiap mau cek out pasti kembali ke halaman utama padahal sudah update aplikasi nya sudah bersihkan cache nya keranjang pun gk banyak produk... Ada apa sih ini!",__label__1,"__label__1 Parah banget shopee... Saya gk bisa akses spaylater,shopeepay gak bisa cek out belanjaan juga setiap mau cek out pasti kembali ke halaman utama padahal sudah update aplikasi nya sudah bersihkan cache nya keranjang pun gk banyak produk... Ada apa sih ini!"
"Menurutku shoppe terlalu berat deh sistemnya.. Soalnya gak cuma di hp aku aja, di akun yang lain pun sama saat aku coba.. Tolong lah jangan buat hpku lag nih kalo lagi main shoppe 😫😫😫😵",__label__1,"__label__1 Menurutku shoppe terlalu berat deh sistemnya.. Soalnya gak cuma di hp aku aja, di akun yang lain pun sama saat aku coba.. Tolong lah jangan buat hpku lag nih kalo lagi main shoppe 😫😫😫😵"
"Costumer servisnya gak mutu, lain ditanya lain dijawab, solusi tidak ada, hal2 lain yg di respon, tutup lagi aplikasi ini, mending yg lain jelas costumer servisnya menjelaskan dan membatu pelanggan, bukan ini",__label__1,"__label__1 Costumer servisnya gak mutu, lain ditanya lain dijawab, solusi tidak ada, hal2 lain yg di respon, tutup lagi aplikasi ini, mending yg lain jelas costumer servisnya menjelaskan dan membatu pelanggan, bukan ini"
Anjg ngeleg terus padahal ram gw banyak🗿,__label__1,__label__1 Anjg ngeleg terus padahal ram gw banyak🗿
"Cuma pindah login HP aja akun saya tiba tiba melanggar peraturan di non aktifkan HP HP saya sendiri kenapa bisa melanggar peraturan, ada isi saldo shopee pay juga, rugi rugi ini namanya penipuan, percuma ada di play store ujung2 nya banyak masyarakat yang rugi, Begini kah shopee mencari untung?",__label__1,"__label__1 Cuma pindah login HP aja akun saya tiba tiba melanggar peraturan di non aktifkan HP HP saya sendiri kenapa bisa melanggar peraturan, ada isi saldo shopee pay juga, rugi rugi ini namanya penipuan, percuma ada di play store ujung2 nya banyak masyarakat yang rugi, Begini kah shopee mencari untung?"
"Aplikasi shopee sekarang sudah nggk nggadek, barang sering telat, sering salah kode, masak udah mau sampai alamat saya balik lagi katanya kode salah, udah nggk nggadek ini emang aplikasi 💩💩💩",__label__1,"__label__1 Aplikasi shopee sekarang sudah nggk nggadek, barang sering telat, sering salah kode, masak udah mau sampai alamat saya balik lagi katanya kode salah, udah nggk nggadek ini emang aplikasi 💩💩💩"
"gak jelas bener, gak bisa melakukan pembayaran (""demi keamananmu, kami tidak dapat memproses permintaanmu. silahkan mencoba lagi nanti."") begitu terus!",__label__1,"__label__1 gak jelas bener, gak bisa melakukan pembayaran (""demi keamananmu, kami tidak dapat memproses permintaanmu. silahkan mencoba lagi nanti."") begitu terus!"
"Min coba adain fitur buat bisa hubungin mas2 kurir nya. Ini dari kemaren saya tunggu ga nyampe2 barang nya, tapi diketerangan paket sudah diterima. Nanya ke orang rumah juga ga ada paket katanya. Gimana dong ini.mau hubungin jga hubungin siapa gatau. Mau nanyain paket disana nya paket diterima tpi ga nyampe di SAYaA",__label__1,"__label__1 Min coba adain fitur buat bisa hubungin mas2 kurir nya. Ini dari kemaren saya tunggu ga nyampe2 barang nya, tapi diketerangan paket sudah diterima. Nanya ke orang rumah juga ga ada paket katanya. Gimana dong ini.mau hubungin jga hubungin siapa gatau. Mau nanyain paket disana nya paket diterima tpi ga nyampe di SAYaA"
"Diupdate malah tiba2 profilku berubah, dan shopeepayku yg sebelumnya masih ada saldonya juga jadi hilang. Lapor pengaduan ke shopee yg jawab si robot choki yg gak pinter ujung2nya bikin kesel , tanyanya apa jawabnya kemana gak nyambung blass. Akhirnya gak ada pengembalian profile dn saldo shopeepay nya spt semula. PAYAH!!",__label__1,"__label__1 Diupdate malah tiba2 profilku berubah, dan shopeepayku yg sebelumnya masih ada saldonya juga jadi hilang. Lapor pengaduan ke shopee yg jawab si robot choki yg gak pinter ujung2nya bikin kesel , tanyanya apa jawabnya kemana gak nyambung blass. Akhirnya gak ada pengembalian profile dn saldo shopeepay nya spt semula. PAYAH!!"
"menu spaylater gak bisa dibuka, padahal saya pengen segera ngelunasi tagihan. Sudah dicoba update aplikasi, clear cache, log out dan log in kembali, bahkan sampe perbarui sistem web android tapi masih aja tidak bisa dibuka, hanya muter² loading gak jelas, padahal sinyal juga lancar, buat klik menu² shopee lain juga bisa. Herannya kalau emang perangkat saya nggak kompatibel kenapa saat coba fitur spaylater nya mudah² aja, eh giliran mau dibayar error mulu, nyesel bangett lah pake spaylater",__label__1,"__label__1 menu spaylater gak bisa dibuka, padahal saya pengen segera ngelunasi tagihan. Sudah dicoba update aplikasi, clear cache, log out dan log in kembali, bahkan sampe perbarui sistem web android tapi masih aja tidak bisa dibuka, hanya muter² loading gak jelas, padahal sinyal juga lancar, buat klik menu² shopee lain juga bisa. Herannya kalau emang perangkat saya nggak kompatibel kenapa saat coba fitur spaylater nya mudah² aja, eh giliran mau dibayar error mulu, nyesel bangett lah pake spaylater"
Entah kenapa akun saya tidak seperti dulu. Sekarang tidak bisa buat pesanan karena selalu muncul (f01). Padahal akun saya tidak bermasalah. Karena tidak ada solusi jadi ya begitulah. Intinya kesel,__label__1,__label__1 Entah kenapa akun saya tidak seperti dulu. Sekarang tidak bisa buat pesanan karena selalu muncul (f01). Padahal akun saya tidak bermasalah. Karena tidak ada solusi jadi ya begitulah. Intinya kesel
"TRANSFER KE MERCHANT STATUS TERKIRIM, SALDO DI SHOPEEPAY SUDAH TERPOTONG TAPI PEMBAYARAN TIDAK MASUK KE TUJUAN. MENGAKUI KESALAHAN DARI PIHAK MEREKA DAN KATANYA DANA AKAN DIKEMBALIKAN TAPI SAMPAI SAAT INI DANA SAYA BELUM DIKEMBALIKAN 3,7JUTA! CS BERTELE-TELE !!! NGAKUNYA PLATFORM BELANJA NOMOR 1 TAPI BOBROK !!! TOLONG SEGERA TANGGAPI SERIUS KASUS SAYA DAN KEMBALIKAN UANG SAYA !",__label__1,"__label__1 TRANSFER KE MERCHANT STATUS TERKIRIM, SALDO DI SHOPEEPAY SUDAH TERPOTONG TAPI PEMBAYARAN TIDAK MASUK KE TUJUAN. MENGAKUI KESALAHAN DARI PIHAK MEREKA DAN KATANYA DANA AKAN DIKEMBALIKAN TAPI SAMPAI SAAT INI DANA SAYA BELUM DIKEMBALIKAN 3,7JUTA! CS BERTELE-TELE !!! NGAKUNYA PLATFORM BELANJA NOMOR 1 TAPI BOBROK !!! TOLONG SEGERA TANGGAPI SERIUS KASUS SAYA DAN KEMBALIKAN UANG SAYA !"
"Aplikasi paling jelek di hp saya, lelet, walaupun signal   , mending tokopedia, gimana anda buat flash sale yg loading mau beli nya aja lama banget? Gatau deh keaslian flash sale ni, sangat di ragukan!",__label__1,"__label__1 Aplikasi paling jelek di hp saya, lelet, walaupun signal   , mending tokopedia, gimana anda buat flash sale yg loading mau beli nya aja lama banget? Gatau deh keaslian flash sale ni, sangat di ragukan!"
"Aplikasi terjelek yg pernah sy coba, pesanan dibatalkan sm pihak shopee tp dana refund tidak dikembalikan, sdh melapor tp sdh seminggu g ada penyelesaian, jauh bnget sm aplikasi lain.. yg cepat menangani masalah refund dana. PIHAK SHOPEE GA ADA TANGGUNG JAWAB. SY KENA TIPU SM SHOPEE..",__label__1,"__label__1 Aplikasi terjelek yg pernah sy coba, pesanan dibatalkan sm pihak shopee tp dana refund tidak dikembalikan, sdh melapor tp sdh seminggu g ada penyelesaian, jauh bnget sm aplikasi lain.. yg cepat menangani masalah refund dana. PIHAK SHOPEE GA ADA TANGGUNG JAWAB. SY KENA TIPU SM SHOPEE.."
"Mohon kepada apk shopee tentang masalah pengirimannya seperti shopee reguler,kalau tidak sanggup menanggani pesanan yg banyak bilang dari awal jgn bikin orang emosi,saya nunggu paket berminggu-minggu gk diantar dan byk juga yg komplen paket dibalikkan lagi,tolonglah kalau gini terus org pada pindah ke apk shop sebelah,tolong bales komennya soalnya sangat memprihatinkan.",__label__1,"__label__1 Mohon kepada apk shopee tentang masalah pengirimannya seperti shopee reguler,kalau tidak sanggup menanggani pesanan yg banyak bilang dari awal jgn bikin orang emosi,saya nunggu paket berminggu-minggu gk diantar dan byk juga yg komplen paket dibalikkan lagi,tolonglah kalau gini terus org pada pindah ke apk shop sebelah,tolong bales komennya soalnya sangat memprihatinkan."
Kesel ama Shopee sangat mempersulit pelanggan saat mengembalikan uang... Padahal kesalahan total ada di sellernya. Waktu saya order stok 100 biji lebih dan tidak diarsipkan. Giliran saya order dan bayar eh stok kosong dan postingan langsung diarsipkan. Kesel btul ama seller dan shopee,__label__1,__label__1 Kesel ama Shopee sangat mempersulit pelanggan saat mengembalikan uang... Padahal kesalahan total ada di sellernya. Waktu saya order stok 100 biji lebih dan tidak diarsipkan. Giliran saya order dan bayar eh stok kosong dan postingan langsung diarsipkan. Kesel btul ama seller dan shopee
"kenapa gak bisa check out? sudah ngikutin anjurannya yang nyuruh bersihin chace sampe logout bolak balik tetep aja gak bisa dan selalu ada tulisan aktifitas akun mencurigakan setiap check out, padahal udah memeber gold",__label__1,"__label__1 kenapa gak bisa check out? sudah ngikutin anjurannya yang nyuruh bersihin chace sampe logout bolak balik tetep aja gak bisa dan selalu ada tulisan aktifitas akun mencurigakan setiap check out, padahal udah memeber gold"
"Barang gak bs masuk ke keranjang, mosok beli beberapa item di 1 toko gak bs sekaligus pengiriman. Udh hub cs, gak ada solusi Sy coba pakai yg beli lg, bisa, tp mau nambah barang gak bs, langsung ke metode pembayaran",__label__1,"__label__1 Barang gak bs masuk ke keranjang, mosok beli beberapa item di 1 toko gak bs sekaligus pengiriman. Udh hub cs, gak ada solusi Sy coba pakai yg beli lg, bisa, tp mau nambah barang gak bs, langsung ke metode pembayaran"
"Shopee nyebelin.! Masak punya saya setelah di update aplikasinya selang sehari pas gangguan terus udah 3 hari gabisa kebuka ada tulisan tidak ada konek jaringan, padahal udah pake wifi dan tak coba pake data hasilnya juga sama, padahal saya mau belanja udah hampir member gold, lama lama gua uninstal ni aplikasi jelek",__label__1,"__label__1 Shopee nyebelin.! Masak punya saya setelah di update aplikasinya selang sehari pas gangguan terus udah 3 hari gabisa kebuka ada tulisan tidak ada konek jaringan, padahal udah pake wifi dan tak coba pake data hasilnya juga sama, padahal saya mau belanja udah hampir member gold, lama lama gua uninstal ni aplikasi jelek"
"Paling terburuk diantara aplikasi lainnya! Sumpah, mengecewakan banget. Kebanyakan nipunya! Kalo mau cari untung, jangan pake cara kotor gini lah. Percuma terkenal tapi layanannya ga berkualitas. Nol besar!! 😡😡😡😡",__label__1,"__label__1 Paling terburuk diantara aplikasi lainnya! Sumpah, mengecewakan banget. Kebanyakan nipunya! Kalo mau cari untung, jangan pake cara kotor gini lah. Percuma terkenal tapi layanannya ga berkualitas. Nol besar!! 😡😡😡😡"
"Untuk pemakai SPAYLATER, hati2 setelah pelunasan limit kredit tidak kembali alias 0. Padahal pembayaran tepat waktu. SPAYLATER SEKARANG TIDAK KOPRATIF UNTUK NASABAH JANGKA PANJANG.. pergunakan uang kalian untuk yg lebih PENTING dulu, jangan terlalu berharap setelah pelunasan SPAYLATER limit kembali.",__label__1,"__label__1 Untuk pemakai SPAYLATER, hati2 setelah pelunasan limit kredit tidak kembali alias 0. Padahal pembayaran tepat waktu. SPAYLATER SEKARANG TIDAK KOPRATIF UNTUK NASABAH JANGKA PANJANG.. pergunakan uang kalian untuk yg lebih PENTING dulu, jangan terlalu berharap setelah pelunasan SPAYLATER limit kembali."
Seharusnya opsi pengiriman nya hrs milih. Agar cs bisa memilih ekspedisi yang murah. Dan kami pun sbgai penjual bisa cantumkan ekspedisi yang ada di daerah pada produk.,__label__1,__label__1 Seharusnya opsi pengiriman nya hrs milih. Agar cs bisa memilih ekspedisi yang murah. Dan kami pun sbgai penjual bisa cantumkan ekspedisi yang ada di daerah pada produk.
Lemot anjenk Berat kayak gensin impact,__label__1,__label__1 Lemot anjenk Berat kayak gensin impact
"punten ini teh, saldoku cuma 150, barang yang aku beli total + ongkirnya cuma 103, tapi kenapa pas mau pilih opsi bayar spay kok tulisannya, ""saldo anda tidak cukup"" atau apalah itu. LIKE—ARE YOU KIDDING ME?",__label__1,"__label__1 punten ini teh, saldoku cuma 150, barang yang aku beli total + ongkirnya cuma 103, tapi kenapa pas mau pilih opsi bayar spay kok tulisannya, ""saldo anda tidak cukup"" atau apalah itu. LIKE—ARE YOU KIDDING ME?"
"Mau complain ke mana ya? Kenapa aplikasi shopee aku setiap mau bayar melalui alfamart, kode bayarnya selalu terpotong. Jadi tidak bisa dibayar karena kodenya tidak bisa terlihat semua. PERBAIKI YA TOLONG. AKU JADI EMOSI MAU BAYAR KE ALFAMART TIDAK BISA!!! SENGAJA YA? SUPAYA ORANG2 PINDAH KE SHOPEEPAY DAN SHOPEEPAY LATER HA?",__label__1,"__label__1 Mau complain ke mana ya? Kenapa aplikasi shopee aku setiap mau bayar melalui alfamart, kode bayarnya selalu terpotong. Jadi tidak bisa dibayar karena kodenya tidak bisa terlihat semua. PERBAIKI YA TOLONG. AKU JADI EMOSI MAU BAYAR KE ALFAMART TIDAK BISA!!! SENGAJA YA? SUPAYA ORANG2 PINDAH KE SHOPEEPAY DAN SHOPEEPAY LATER HA?"
"Shopee sekrang ga lagi mementingkan kenyamanan customers, masa iya gabisa lagi paket jasa kirim hemat, mana ongkirnya naek drastis lagi, trus voucher grtis ongkir yang awalnya minimal 30 rb naek jadi minimal 50 rb. Marii kita pindah ke ijo gaiss disana lebih mementingkan customers",__label__1,"__label__1 Shopee sekrang ga lagi mementingkan kenyamanan customers, masa iya gabisa lagi paket jasa kirim hemat, mana ongkirnya naek drastis lagi, trus voucher grtis ongkir yang awalnya minimal 30 rb naek jadi minimal 50 rb. Marii kita pindah ke ijo gaiss disana lebih mementingkan customers"
"Pelayanan cs shopee sangat² mengecewakan, Sebagai penjual, permintaan pick up paket yg tertera akan dipic up pk 18.00 s/d 23.00. Namun smp pk 10 keesokan hari tidak ada tanda² akan dipik up. Tgl 1 okt 2021 pk 10.05 sy call ke cs shopee dan diterima cs bernama ares, Sy sdh jelaskan masalahnya Namun si ares tdk bs selesaikan masalah ini. Malah sy disuruh tunggu 3 x 24 jam, dan apabila 3 x 24 jam paket blm di pick up, Sy disuruh kirim secara manual. Ini kah cara shopee menyelesaikan masalah ??",__label__1,"__label__1 Pelayanan cs shopee sangat² mengecewakan, Sebagai penjual, permintaan pick up paket yg tertera akan dipic up pk 18.00 s/d 23.00. Namun smp pk 10 keesokan hari tidak ada tanda² akan dipik up. Tgl 1 okt 2021 pk 10.05 sy call ke cs shopee dan diterima cs bernama ares, Sy sdh jelaskan masalahnya Namun si ares tdk bs selesaikan masalah ini. Malah sy disuruh tunggu 3 x 24 jam, dan apabila 3 x 24 jam paket blm di pick up, Sy disuruh kirim secara manual. Ini kah cara shopee menyelesaikan masalah ??"
"Bintang -5 bisa gak, tolong buat pembeli bisa memilih jasa kurir yg disukai. Bukannya dipilihkan pakai ekspedisi tertentu tp leletnya bukanmain. CS shopee hanya minta menunggu lagi atau hub pihak ekspedisinya, gak tanggung jawablah intinya.",__label__1,"__label__1 Bintang -5 bisa gak, tolong buat pembeli bisa memilih jasa kurir yg disukai. Bukannya dipilihkan pakai ekspedisi tertentu tp leletnya bukanmain. CS shopee hanya minta menunggu lagi atau hub pihak ekspedisinya, gak tanggung jawablah intinya."
Kecewa parah sama kurir Shopee express. Barang saya telat di kirim sehari sedangkan besoknya barangnya mau saya pake (Shopee express emang kurirnya pada lambat!!!!).. Pernah jengkel/gasuka juga sama kurir Shopee dulu karna sangat TIDAK SOPAN!!!,__label__1,__label__1 Kecewa parah sama kurir Shopee express. Barang saya telat di kirim sehari sedangkan besoknya barangnya mau saya pake (Shopee express emang kurirnya pada lambat!!!!).. Pernah jengkel/gasuka juga sama kurir Shopee dulu karna sangat TIDAK SOPAN!!!
Setelah isi belanjaan mau d enter ga bisa2 terus kenapa y. Sangat d sayangkan. Jadi ga bisa gunakan apliakasi untuk belanja,__label__1,__label__1 Setelah isi belanjaan mau d enter ga bisa2 terus kenapa y. Sangat d sayangkan. Jadi ga bisa gunakan apliakasi untuk belanja
"PROSES PELEPASAN DANA SAYA SUDAH 6 HARI MASIH BELUM SELESAI, SAYA MENUNGGU DANA JUALAN SAYA PADAHAL BARANG YANG SAYA JUAL SUDAH DITERIMA PEMBELI TANGGAL 28 OKTOBER 2021 TETAPI SAMPAI SAAT INI TANGGAL 3 NOVEMBER 2021 DANA SAYA BELUM SATA TERIMA DENGAN PROSES YANG LAMBAT DAN TANPA ADA KEPASTIAN",__label__1,"__label__1 PROSES PELEPASAN DANA SAYA SUDAH 6 HARI MASIH BELUM SELESAI, SAYA MENUNGGU DANA JUALAN SAYA PADAHAL BARANG YANG SAYA JUAL SUDAH DITERIMA PEMBELI TANGGAL 28 OKTOBER 2021 TETAPI SAMPAI SAAT INI TANGGAL 3 NOVEMBER 2021 DANA SAYA BELUM SATA TERIMA DENGAN PROSES YANG LAMBAT DAN TANPA ADA KEPASTIAN"
"Lama2 dikit promonya, cuma voucher diskon ongkir itupun blm tentu dpt full gratis ongkir cuma potongan / diskon, dan full gratis ongkir jg ga smw toko. Cashback koin jg jarang. Pokoknya menurun deh shopee ini, mungkin krn sudah naik daun, jadi promonya lama2 dikurangin. Kalo mo gratis ongkir mending di toopeed ato buukaalaapaak. Jd kalo checkout liat dpt diskonnya dulu, kalo dpt nya dikit pindah ke olshop sebelah!",__label__1,"__label__1 Lama2 dikit promonya, cuma voucher diskon ongkir itupun blm tentu dpt full gratis ongkir cuma potongan / diskon, dan full gratis ongkir jg ga smw toko. Cashback koin jg jarang. Pokoknya menurun deh shopee ini, mungkin krn sudah naik daun, jadi promonya lama2 dikurangin. Kalo mo gratis ongkir mending di toopeed ato buukaalaapaak. Jd kalo checkout liat dpt diskonnya dulu, kalo dpt nya dikit pindah ke olshop sebelah!"
Tidak bisa mengakses Spinjam..? Padahal bulan kemarin bisa..? Giliran udah bayar tagihan malah gak bisa kecewa saya..? Soalnnya saya udah lama gabung di shopee sebagai penjual dari tahun 2018..? Sngat kecewa saya,__label__1,__label__1 Tidak bisa mengakses Spinjam..? Padahal bulan kemarin bisa..? Giliran udah bayar tagihan malah gak bisa kecewa saya..? Soalnnya saya udah lama gabung di shopee sebagai penjual dari tahun 2018..? Sngat kecewa saya
"Cuiihh katanya pengguna baru dapat gratis ongkir giliran saya pesen ongkirnya gila banget Rp.54,000 padahal barang kecil banget paling berat nya 100gram harga barang nya Rp.1,200 bohong aja.. jngan bohong lah gak berkah... gak pake lama langsung uninstal aplikasi . pembohong kek gini..",__label__1,"__label__1 Cuiihh katanya pengguna baru dapat gratis ongkir giliran saya pesen ongkirnya gila banget Rp.54,000 padahal barang kecil banget paling berat nya 100gram harga barang nya Rp.1,200 bohong aja.. jngan bohong lah gak berkah... gak pake lama langsung uninstal aplikasi . pembohong kek gini.."
"shopee express sangat lamban.. semoga untuk cekout seperti dulu lagi, bisa langsung pilih ekspedisi.. tidak menunggu pembayaran selesai baru bisa merubah ekspedisi.. seringnya auto pake ekspedisi shopee express yg teramat lamban.. sangat tidak nyaman..",__label__1,"__label__1 shopee express sangat lamban.. semoga untuk cekout seperti dulu lagi, bisa langsung pilih ekspedisi.. tidak menunggu pembayaran selesai baru bisa merubah ekspedisi.. seringnya auto pake ekspedisi shopee express yg teramat lamban.. sangat tidak nyaman.."
"Udah di update gagal terus, padahal 100%,ku kasih bintang 1,krna kecewa bangett.......",__label__1,"__label__1 Udah di update gagal terus, padahal 100%,ku kasih bintang 1,krna kecewa bangett......."
"Shopee aplikasi tidak ramah, menguras sinyal sangat banyak sehingga aplikasi lain yang dijalankan tidak kuat untuk akses",__label__1,"__label__1 Shopee aplikasi tidak ramah, menguras sinyal sangat banyak sehingga aplikasi lain yang dijalankan tidak kuat untuk akses"
"Setelah di perbaruhi apl malah gak bisa buka beranda toko..kalo upload barang baru di toko gak bisa nambahin Vidio .. Ini kenapa lama"" jadi gak nyaman ya. Tolong dong",__label__1,"__label__1 Setelah di perbaruhi apl malah gak bisa buka beranda toko..kalo upload barang baru di toko gak bisa nambahin Vidio .. Ini kenapa lama"" jadi gak nyaman ya. Tolong dong"
"Kemaren Spaylater ngga bisa di pake . Giliran udah bisa sekarang ngga bisa di pake lagi karna ana aktivitas yang mencurigakan . Padahal ngga ngapa2in . Jarang juga buka shoope . Kesel bgt ya Allah , udah lapor juga nggada perubahan.",__label__1,"__label__1 Kemaren Spaylater ngga bisa di pake . Giliran udah bisa sekarang ngga bisa di pake lagi karna ana aktivitas yang mencurigakan . Padahal ngga ngapa2in . Jarang juga buka shoope . Kesel bgt ya Allah , udah lapor juga nggada perubahan."
