reviews,label
Sarana jual beli yg sangat akurat,__label__5
"Sekarang shopeepay ribet banget asli.  Saldonya harus sesuai sama checkout padahal kadang belanjaan kita pas sama saldo, gara gara ongkir jadi lebih, terus voucher gratis ongkir min 50rb (shopeepay) gabisa di pake dah.  Harusnya opsi nya tetap di sediakan aja jangan langsung suruh topup terus. ",__label__3
Beli pulsa pln disini proses nya lama.,__label__1
Spinjam nya kok gk keluar keluar min akun saya sudah platinum kok blom ada spinjam yah ????,__label__5
"Ngasi voucher discount 100ribu tapi gabisa dipake, shopee tolol",__label__1
  kali belanja  layan buruk emosi level tinggi pokok,__label__1
Ditambah fitur tiket bioskop donk shopee,__label__5
"Shopee makin kesini makin buruk mau buka scroll ke bawah, yg ada cuma tulisan 'produk tidak ditemukan' 'memuat' are u kidding me? Padahal jaringan internet sy  banget. Mending kurangin fitur-fitur gak guna deh pas mau update juga kaget kapasitasnya makin besar 🙄🙄",__label__1
"kenapa uda 3 hari ini aplikasi shopee saya tidak bisa d gunakan,,setiap mw buka telah terjadi kesalahan coba beberapa saat lagi,pdahal jaringan d hp saya bgus dn bisa buka smua aplikasi kcuali shopee,tpi uda 3 hari begini2 aja,,kecewa benget sma shopee padahal saya masih punya pesanan di shopee dan saya mau mengecek barang saya uda sampai mana aja gk bisa. . tlong dong shopee. . !",__label__3
  aplikasi jelek najong,__label__1
Sangat mengesankan Terbaik,__label__5
"Lebih cepat,  mudah dan barang sampai dengan baik,  great aplikasi. ",__label__5
Kenapa aplikasinya sering eror aja duh paraahh,__label__3
semakin hari semakin jelek dan lelet ya syopi,__label__1
"Bener kata mas tukul,  bayar langsung di tempat! Kirain open BO doang yg bisa bayar di tempat 😅",__label__5
kenapa ya sekarang pembelian pembelian pulsa di shopee makin banyak gangguannya mohon untuk provider ditindaklanjuti atas ketidaknyamanan ini terima kasih,__label__3
"Kecewa bgt makin kesini aplikasi nya makin ga beres, pdhl gw punya voucher gratis ongkir, udh digunakan tapi biaya ongkir nya ga berubah, shopee bgst!!!!!",__label__1
Belanja di shoppe enak nya RP 0 ongkir .  Mantap dah.  bnyk bonus bonus nya. ,__label__5
"Harga terjangkau,  respon cepat.  Pokokknya rekomend.  Makin maju shope",__label__5
Aplikasi ini sangat berguna untuk belanja online dan sangat terpercaya,__label__5
Wow apk sangat keren sekali!!!!!!!!!!!!!!!!!!!!!!!,__label__5
Puas belanja di sophee.  pengiriman nya cepat. ,__label__5
"Sebenanya saya sudah lama sekali pakai shopee. . .  Saya sudah member platinum.  Belanja sangat mudah, kebanyakan toko juga terpercaya.  80% puas belanja di shopee.  Tapi kali ini saya kecewa. . .  Setelah beberapa tahun saya pakaai shopee dan baru ini saya telat bayar tagihan splater saya, karena keadaan lagi sulit, tp saya tetap coba mencicil melunasinya.  Yang membuat saya kecewa kenapa dari pihak splater tidak menghubungi saya dulu tapi malah menghubungi no kontak saya.  Saya sangat kecewa,",__label__3
"Bye mending belanja ke sebelah deh, ini udah sebulan problem ga kelar2, ga becus banget developer nya.",__label__1
"Pesan tidak dikirim kirim,minta cancel penjual tdk terima. Lapor customer support tdk ada penyelesaian. Bukanya pembeli punya HAK untuk membatalkan pesanan karena tdk dikirim kirim & memilih belanja toko lain, Hal yg perlu diperbaiki : -Jangan mberikan waktu yang sangat lama untuk penjual memproses pesanan. -Rekrutlah customer support yg SMART.",__label__1
Shope iklan gangu lagi main game jadi mati kan ahh,__label__1
"Lemotnya bukan main ni aplikasi,padahal sinyal udah4g+",__label__1
"Aku kasih bintang tiga karena ini loadingnya lama banget, dulu pernah instal tapi uninstal soalnya lagi restart hp, oh ya ini kalo bisa ongkir nya sama 🙏 maksudnya saya pernah pesen ke Yogyakarta pertama ongkirnya 16. 500 tp kok yg kedua kalinya 20. 000 padahal beratnya sama"" 1kg, sama tolong perbaiki, kok saya buka susah banget, apalagi gamenya tolong ya :)",__label__3
Tolong kalo ada pesanan yang bener aku pernah ketipu udah 1 bulan aku tunggu maka itu harganya 165 ribu itu aku gunakan semua tabungan ku tolong perbaiki nya,__label__3
  belanja  kualitas bagus layan puas,__label__5
"Saya bingung padahal udh dpt limit Spayleter tp ga bisa di pakai pembaruan info, sudah pula mengikuti langkahnya tapi pas mau ketik OTP malah balik lagi ke beranda berulang seperti itu terus Udah chat ke shoppe sama jawabnnya, aneh kan... Aplikasi shopee jg udh di update versi baru",__label__1
  event  kalean top up tuker poin hadiah inceran habis mantengin kecewa,__label__1
"Awal²aku pke shopee bagus sih,harga murah Tapi baru beberpaa hari ini akun ku ada kendala.  Metode pmbyarn COD GAK BISA!! Vocher Grtis ongkir GK BISA DIGUKAKAN !! Pdhl aku udah isi saldo shopeepay tetep aja VOCHERNYA GA BISA DIGUNAKAN, beli vocher extra 10k cuma bisa digunakan 1x, udah Chat Cs shopee tp Sama sekali ngga bisa memecahkan Masalah,bener² BIKIN BETE.  Mau blnja² gabisa dpt potongan ongkir .  Dulu aku sering pke COD TP SEKARANG GAK BISA 😭 mohon diperbaiki dong COD COD COD NYA😡😭",__label__3
Sekarang lebih suka shoppe. dulu mah belanjanya slalu di lazada.  Sekarng beralih ke.  Shoppe aja. ☺️☺️,__label__5
"Tolong untuk pihak shoope. .  ini kenapa yaa Shoope enggag bisa buka gambar, enggag bisa lihat gambar untuk di simpan, atau di screnshoot enggag bisa. .  tolong donk untuk di perbaiki. .  saya menggunakan shoope udah lama, Tolong segera di perbaiki.  krna ini penting untuk usaha saya. .  terimakasih",__label__3
Sy suka belanja d shopi respon cepat,__label__5
"setelah di perbarui malah Error trus padahal jaringan 4G,tapi ""jaringan bermasalah silahkan periksa koneksi internet"".  mau pesen barang jg ya susah klo jaringannya gtu.  tolong berikan solusi. ",__label__3
"Peking barangnya sangat rapih, , , saya sangat puas make aplikasi ini",__label__5
"Halo shopee, awal bulan januari 2019 saya melakukan pihak pembayaran melalui pihka ketiga (Kredivo) namun saya batalkan setelah melihat testimoni yang ada di komen.  nah harusnya uang yang sudah dibayarkan oleh pihak kredivo dikembalikan ke limit akun kredivo saya.  tapj kenapa masih muncul tagihan untuk item yg saya batalkan itu? ditunggu Feedback berfaedahnya.  terimakasih",__label__3
Susah pengajuan untuk shopypayleter ga kaya di aplikasi yg lain.,__label__1
  daftar susah sial coba nama,__label__1
bagus. . . pengiriman cepat. . . tapi aneh ya. . . ada yang nelpon terus terusan hampir tiap hari. . . mengatasnamakan shoope. . . bahwa saya mendapatkan shoope pay senilai 1 juta. . . mohon ditindak. . . ,__label__3
  kesini kesal pakai  isi emoney masuk barusan notif isi saldo  viritual bank kena cash transaksi dih cari untung gitu,__label__1
Sudah lama belanja di aplikasi ini. tidak  ,__label__5
  pinjam  pinjam minggu cair dana,__label__3
"Voucher ongkir ny bnar2 gratis 0.  Produk ny bagus hrga murah, tapi sayang knp spaylater saya ga bs d aktifkan ya",__label__5
"Senang belanja di sini. saya sangat menyukai mulai dari barang"" yg di jual. dan kurirnya jga ramah""",__label__5
  markotop,__label__5
"Saya tuh bingung sama Shopee.  Saya mau pesan barang, di toko ada metode pembayaran secara COD.  Tapi pas saya mau buat pesanan metode pembayaran secara COD tidak bisa digunakan.  Disitu ditulis alamat anda tidak mendukung metode COD.  Padahal saya pengen barang itu. ",__label__3
  menit iklan punyah urus doang,__label__1
  tangan pusat bantu lambat proses bayar kartu pascabayar telat tunggu jam,__label__1
"Sudah dua kali mengajukan pengembalian gagal Barang yang diterima tidak sesuai dengan yang ditampilkan/deskripsi pasti gak bisa dikembalikan karena tidak direspon penjual. Dari shopee penyelesaian hanya Barang sudah diterima. Percuma ada opsi pengembalian. Sebelumnya tak kasih bintang 5, tapi karena permasalahan ini saya jadi kecewa sama Shopee. Tidak ada Perlindungan Konsumen.",__label__1
"Puas belanja di shopee bertahun"" saya download tpi kog mendapatkan hadiah menarik saya kak ☺️ bismillah semoga dapet",__label__5
Dah berkali2 order lewat Shopee. segala kebutuhan ada. belanjanya ngbagus  dan Alhamdulillah selalu memuaskan. 👍😍 Makasih Shopee. 🙏,__label__5
Kbangetan dahh dbka gbsa makan memori pula jelek gk ky dulu,__label__1
"Sekarang voucher nya pd ga bs d pakai, u02, trs keluarnya pdal voucher belum hangus",__label__1
"Awal saya puas dgn shopee bintang 5.  Tapi akhir akhir ini ada saja masalah, salah tipe lah, salah ukuran atau paket salah penyotiran.  Capek de nunggunya, capak de kalau antri balikin barang. ",__label__3
  layan kembali dana minggu barang warehouse  max kerja atur chat cs suruh tunggu kerja payah,__label__1
Mohon bantuannya apk Shopee saya tidak bisa dibuka.  Error terus dari tadi pagi.  Sudah dihapus dan download lagi tapi tetep tidak bisa. ,__label__3
"tolong dong Shopeelather saya di acc,  saya udah brapa kali pengajuan tp gk di acc padahal saya belanja trus. ",__label__5
"Ada masalah di Shopee food katanya bakal dikembalikan dana sesuai yakni 5000 tahunya setelah sekian lama cuma dibalikin 1600an doang hahaha ga beres, kalian kalo ada masalah di Shopee food mending gausah lapor cs percuma udah penanganannya lelet trus yg dikembalikan ga sesuai, udah 2x gue ngalamin kayak gini, mending langsung kasi rating jelek aja ke restonya kalo ga sesuai",__label__1
Aku menunggu untuk bisa order transportasi kendaraan roda 4 di makassar,__label__5
Belanja di shoopi tanpa kuatir.  is the best shoopi.  mau aq ulang2 belanja belanja tetep aja ketagihan,__label__5
Aplikasi sering eror pesen food lokasinya eror,__label__1
Gak bisa di buka!,__label__1
"Promonya selalu menarik, tapi kecewa ketika ada event bulanan aplikasinya langsung mendadak lemot terutama pas flash shale.  Mohon lah bisa ditindaklanjuti kedepannya bisa lebih baik",__label__3
Tempat toko online yang bagus,__label__5
   god job  maju belanja online,__label__5
Mantep banget pakai shope. sering belanja dimari dach,__label__5
Shopee kenapa keluar keluar sendiri anjir woi perbaiki dulu ini ey,__label__1
  iklan hp ganggu aplikasi iklan,__label__1
"Shopee mencuri uang saya sepihak 850rb .. uang saya di potong tanpa pemberitahuan.. hati"" yg udah top up shopee pay ..uang kalian tiba"" di curi shopee..kecewa saya",__label__1
"Yang gak enak nya di shopee itu, saya gagal pesanan, karena kesalahan f 01, padahal saya tidak pernah melakukan kesalahan membuat satu alamat di dua akun, jadi tidak nyaman lagi, karena tidak bisa belanja lagi di shopee,",__label__3
"Saya biasa order pakai sicepat,skrg ga ada pilihan lagi,cuma ad jne,lama sekali pngirimannya klo slain pake sicepat,jadi males order pakai shopee,skrg sdh mulai pndh ke toko sebelah,maaf",__label__1
Tingkatkan lagi untuk utamakan kwalitas barang dagangan pada reseller.  terima kasih. ,__label__5
Barang bagus aplikasi yg sangat bagus sangat memuaskan!!!!!!!!!!,__label__5
"Haloo shopee, kenapa akun dan password saya tidak sah ya? Sedangkan masih ada shopeepaylater yg harus dilunasin? Tolong jawab ya? Dan bagaimana saya lunasin jika akun dan password saya tidak sah",__label__3
Aplikasi Shopee ini Sangat membantu kami semua untuk mempermudah belanja online,__label__5
Memenuhi segala kebutuhanku.  Pembayarannya jga gampang.  Banyak COD. ,__label__5
Hallo kak saya mau hapus akun gimana ya ? Soalnya nomer hp sama email ga bisa di buka,__label__5
Suka mempermudah untuk belanja,__label__5
Hari2 minta perbarui teross dikira biar ngurangi lemot eh tambah lemot,__label__1
Awalnya PaLing ga bisa pakai.  Shopee eh skrng Shopee nya bikin nagih. klo ga nonton live sehari aja rasa ada yg kurang .  Shoppe ManTap,__label__5
"ongkir nya sekarang mahal mahal dan lebih mahal dr barang yg dipesan,dulu semangat belanja di shopee tp sekarang udah males. . . berat di ongkir. . . !!!",__label__3
"Shopee error' yaa?saya buka tulisannya menghubungkan terus pdhl saya pake WiFi, buat liat film bisa tp buka shopee gak bisa, aku juga ada pesenan masuk nongol di notif hp tp wktu ku buka aplikasi nya kagak ada. . . aku mo update jualan juga gak bisa dari kmrn. . . pdhl uda ku uninstall trus ku install lagi. . tp sama aja",__label__3
"Knpa ya ketekita saya mengubah metode pembayaran jadi ga bisa terus ga ,keluar kode untuk pembayarannya saya ulang berkali2 trus seperti itu ,, mohon dong itu knpa masa pesananya harus di batalkan dan di pesan ulang, koin saya sudah ke pakai semua mohon bantuannya terimakasih",__label__3
"Terlengkap,  harga terbaik,  sejak ada shopee belanja gk perlu   lagi",__label__5
"Parah pengiriman sangat lama,kapok mau belanja lagi",__label__1
Sangat puas belanja di shoope,__label__5
Saya suka menggunakan shopee baik untuk pembeli maupun seller.  App nya user friendly,__label__5
"Belanja jadi lebih praktis dan mudah,  barang"" pun sesuai deskripsi",__label__5
Saya kecewa sama shopee.  saya User Kredivo sekarang shopee tidak bisa melakukan pembayaran melalui kredivo.  Padahal saya Platinum member di Shopee sekarang cuman Gold Member krn jarang belanja.  Mohon untuk pihak shopee untuk kedepannya bisa dong pembayaran melalui kredivo lagi,__label__3
"saya ganti no di shopee tiba2 langsung akun baru pas masuk gak bisa ke akun saya , malah akun baru . .  udah gitu ada shopeepay nya juga , gimana cara ngembaliin shopeepay nya",__label__3
"Assalamualaikum ibu/bapak Begini pak/ibu saya mau bertanya kendala sayaa di shoppe Begini pak/ibu, kan saya mesen bajuu tapi pelacakan nya masih gitu gitu ajaa pak/ibu Yang kedua saya beli celana yang paling atas, itu sama sajaa, kurirnya juga lambat tidak tepat waktu, kan di tulis disitu pas sekitar sore jam 5, mau dikirim kepenerima tapi tidak ada dikirim kirim Jdi intinya saya sudah beli baju, cuma pelacakan nya masih gitu gitu aja pak/bu padahl bajunya sdh ditangan saya, tapi saya ing",__label__3
Udah lumayan sih cuma coba dong untuk top up shopeepay bisa via indomart atau alfamart dan aplikasi dompet digital lainnya untuk memudahkan kita pelanggan shopee melakukan pembayaran karena kebanyakan promo diharuskan menggunakan pembayaran melalui shopeepay dan shopeepayletter.  Bahkan shopeepayletter sendiri untuk pembayarannya via bank bagaimana nasib untuk pelanggan yang tidak punya rekening mereka akan malas membayar karena tidak dipermudahnya pembayaran. ,__label__3
Lemot bet lemot mau bayar aja setahun loading mulu,__label__1
  rusak,__label__1
Lengkap banyak pilihan banyak membantu. .  cuma kenapa aplikasinya semakin lamban . .  saya kira jaringan atau smartphone saya. .  saya coba aplikasi tetangga sebelah dan yang lain tidak ada masalah. .  apa ada solusi untuk saya? Trimakasih,__label__3
"Untuk sekarang saya kasih bintang 3 karena tiba tiba ada update an terbaru shope . jadi susah upload produk terlebih saat input merk. layarnya tiba tiba blank putih ga ada pilihan merk. . .  saya udh coba beberapa kali bersihkan cache. sudah saya restart hp nyaa. udah ganti hp,udah ganti sim card +jaringan seluler nya.  bahkan udah hps data. masih sama aja gak bisa upload barang seperti kaya sebelum updatean terbaru ini. . mohon kebijakan nya minn. . . ????????",__label__3
Asli jadi suka SMA shoppe dri pada aplikasi lain .  .  Shopee banyk gratis ongkir nya .  Dan barang ORI g   belanja di shoppe,__label__5
Baru mau pelajari,__label__3
Ko shoppe update terus sih baru aja kemarin di update,__label__1
Sangat kecewa!!!!!!!!!!!!! Hapus akun saya dog!,__label__1
"Tlg sistemnya ditingkatkan,sy sampe cuape,cm mo byr cicilan,sistemnya error' terus",__label__1
"Saldo shope pay tidah terlihat di beranda seperti biasanya ,saya ingin membayar tagihan spay later tapi tidak muncul ,tolong segera perbaiki tgl 25 ini saya jatuh tempo",__label__3
Terima kasih untuk shopee saya bisa berbelanja di sini dan barang barang nya sanagt murah,__label__5
Murah dan terlengkap,__label__5
  aman kek tai ganti pw  pay akun,__label__1
"Hii kakak, mohon maaf sebelumnya knp y kak setelah 11. 11 shopee, sekarang gratis ongkir nya suka minimal belanjar 100. 000?? Lebihh bagnyak gratis ongkir minimal belanja rp0 kakak",__label__3
Bayak iklannya,__label__3
Parah gabisa login di hp lain,__label__1
  menit notifikasi  transaksi hasil dana masuk seller layan help center buruk online ecommerce alami,__label__1
Gregetan sama aplikasinya suka loading lama.  Terlalu banyak gambar dan UI yang ramai sekali.  Terkait sistem sudah bagus. ,__label__3
   mantap diskon gratis ongkir,__label__5
"Kok akhir"" ini shopee lemot ya 😕 padahal sinyal bagus,  tapi masih ku kasih bintang 5 kok 😄",__label__5
  akun kena hack uang ludes,__label__1
"Olshop terbaik 👍👍👍 selalu puas beli lapak ini.  Tapi ada yang sangat disayangkan sih. .  yaitu shopeepay yang untuk identitas yang pernah terdaftar, ketika udah hapus akun, trus buat akun baru ga bisa pake identitas lama 😌 alasannya identitasnya sudah terpakai, padahal akunnya sudah saya hapus 😌 SARAN untuk shopee akun yang udah hilang/dihapus, datanya jangan di kunci dong.  Biar pengguna lama yang buat akun baru bisa masukin datanya yg dulu lagi. ",__label__3
Sesuai apa yang saya pesan. ,__label__5
"Gak bisa ganti nomor hp, pas bisa OTPnya hak masuk",__label__1
Kualitas oke.  kurir ramah pertahankan bs cod sangat membantu untuk saya ibu rmh tangga yg gak suka   keluar rmh 👍👍,__label__5
"Hari demi hari aplikasi ini makin susah di akses, loading nya lama sekali",__label__1
Saldo ada tpi qo ga bsa buat isi plsa sndri...ala hasil vocer nya hangus..,__label__1
   pelit ongkir,__label__3
Sangat puas bagus mantap,__label__5
Bagus sih sering ada promo dan lain2.  Tapi ya gitu sering lemot padahal paketan 4g full trus tapi lemot dan agak lama loadingnya.  Sering update juga tapi malah makin kesini makin jelek belom buka masih loading eh trus keluar sendiri😌 ram juga gede banget tolong dong diperkecil jan disuruh update2 aja tapi kualitas makin menurun.  Payah,__label__3
"Makin kesini makin ngaco, potongan udah gede, dia yg kerja sama dengan sea bank, kita yg di paksa make sea bank. Withdraw aja bisa lebih dari 1 x 24 jam. Udahlah ga usah lagi jualan disini. Masak kalah ama website judi",__label__1
"Aplikasinya bagus, ,  reseller nya juga ramah².  dan sukanya lagi banyak gratis ongkir nya😍",__label__5
aplikasinya bgus apa lagi .  kalau jualan pake shoopee pay dulu.  sangat terbantu paylater,__label__5
"Knp yah abis di update aplikasi nya malah sering error, nyuruh ke halaman utama terus, buka spaylater susah, mau bayar pake cara lain ga muncu muncul tuh kode pembayaran hadeuhh nyesel ngapdate, ga ngapdate bawel amat disuruh update, giliran dah update begini huhu",__label__1
"Balikin akun gw yg di tangguhin, soksokan myuruh kirim kk ama ktp ..ogah bner",__label__1
Aplikasi mantab sangat membantu dalam berbelanja tanpa repot mengeluarkan transportasi,__label__5
"Akun shopee saya terblokir dan perangkat,, saya sudah kirim foto KTP tetap saja masih belum tuntas kecewa sekali dengan pihak shopee skrng akun shopee saya tidak bisa di gunakan dan saldo shopepay saya masih nyangkut",__label__1
Selalu dpt harga murah di shopee. gak usah   keluar belanja. ,__label__5
"Sekarang ongkir mahal2. trus lama dihantar,mesti ambil sendiri ke kantor kalo gk di ambil kesana bisa2 paket dah berlumut. ",__label__3
"Maaf saya mau pake shopee paylater kok gak bisa ya? Saya mau pilih metode pembayaran paylater kok gak bisa,gak ada pilihannya kayak biasanya. . .  Biasanya kan ada pilihan kayak misal beli sekarang bayar nanti,lah itu kok gak ada. . .  Mohon perbaikannya🙏🏻",__label__3
"Banyak penjual penipu,di foto  tapi yang sampai gak sama di foto",__label__1
Kita bisa belanja sesuai kemampuan & kebutuhan kita.  Juga ada game dengan banyak hadiah guys,__label__5
Charger HP sudah diterima dalam keadaan baik dan sudah jalan. Terima kasih atas pengirimannya. ,__label__5
"Pemberian koin untuk respon produk baik itu foto dan video dulu dapat 100 koin, sekarang 50 koin.  Pelit amat. ",__label__3
"Ongkir mahal, belanja disini kalo ada gratis ongkir 20rb aja",__label__1
"Aplikasi yang memudahkan dalam menjawab solusi kebutuhan dengan cepat, dan berkualitas. ",__label__5
Mantap kialitas barang bagus bagus,__label__5
"Suka bgt sm shopee,  lengkap.  Tp jgn kalah harga yaa.  sm sebelah 😉",__label__5
kok shoppylater gak bisa d aktifin yabh ngab,__label__3
Eror akun terlogout sendiri,__label__1
"Aku kasih 3 aja.  Karena skrg gk bisa pilih ekspedisi pengiriman.  Ongkir pun mahal.  Voucher gk bisa di pakai untuk semua toko.  Tolong diperbaiki seperti sebelumnya ya, supaya mudah",__label__3
Tingkatkan lagi kenyamanan dan keamanan cust dlm belanja online ya kk Shopee selalu sukses,__label__5
Menyebalkan.,__label__1
berbelanja jaman moderen sekarang ya shopee banyak promo menariknya coba di cek aja kalo gak percaya,__label__5
Sudah ga nyaman lagi belanja di shopee kurir nya lemot bgt Sdh dpt notifikasi klo oesanan menju lokasi di tunggu2 ga datang2. Kurir setan gw sdh tunda acara gw buat nungguin kurur nya lemot bgt setan,__label__1
  sumpah kecewa user belanja,__label__1
Pengalaman saya berbelanja di shoope pelayanan nya cukup memuskan dan Lumayan menghemat uang,__label__5
Udah berkali2 daftar Spaylateer ditolak mulu asus asuww,__label__1
Masih tetap jadi andalan untuk belanja online.  Barang variatif harga lumayan bersaing,__label__5
"Goblog banget shope .. udah isi saldo shopepay tapi ga bisa dpke transaksi pembyrn pke shope pay.. malah loading terus ""Not responding"".. balikin saldo gue",__label__1
Kenapa shopee sekarang lrmot bgt sampai buat akaun 1 lagi sama juga.  Saya tambahin kuota juga sama padahal jaringan udh 4G.  Saya kira ada yg salah dg hp saya.  Rupanya punya pengguna shopee semua juga lemot.  Tolong di perbaiki untuk kenyamanan pengguna dah bisa menaikkan rating untuk shopee.  Terima kasih,__label__3
Saya kena tipu dishoope nggak mesen apa apa. Tau tau ada barang nyampe dan suruh bayar. Kirain suami pesen ternyata ngak. Cari tokonya susah gak ketemu ketemu ditelfon nomor hp salah.,__label__1
  vocher gratis ongkir,__label__3
Kita coba dulu,__label__3
"Dear shopee. . .  kenapa klo daftar shopeepay harus pakai nama ibu kandung? Tolong dipermudah pendaftaran shopeepay, ga usah pakai ibu kandung segala, soalnya nama ibu kandung sangat krusial bagi sy.  kecuali klo daftar shopee later boleh lah.  Dah itu aja.  Trims",__label__3
Ongkir di apk j&t ekspress dan di shopee jauh beda banget min. Contoh kita beli barang dari Jepara kirim ke pesawaran kalau di apk j&t ekspress ongkirnya 46 tapi di shopee ongkir 66. Semoga sistem ongkirnya disamakan sama yg di j&t ya min. Biar kita juga yg beli bisa dijual kembali,__label__1
  suka belanja  sayang,__label__5
"Shope makin sini makin ngaco. Dlu kalo komplain di tanggapi serius, skrng udah ga gitu. Dan kenapa sih harus otomatis pake jasa kirim shoppe express yg lambat banget. JKT Bandung 4 hari, Surabaya Bandung aja lambat 3 hari. Parah sih... Jangan bikin jasa expedisi kalo ga siap..",__label__1
Baguss aplikasi nya karna setiap belanja menggunakan aplikasi ini barang yang datang selalu real picth,__label__5
"Sangat membantu sekalii, apalagi kalau ada shopee pinjam nya , , , ",__label__5
Ga sesuai iklan . Iklas sama aslinya gasama,__label__1
Sangat sangat membantu. ,__label__5
Maaf aku kasih bintang 3 dulu nya soalnya agak ada keanehan di shopee aku setiap mau berbelanja gk bisa nya percumah donk nginstal,__label__3
Menyenangkan belanja di SHOPEE .  TAPI banyak penjual yang memberi label COD .  Saat mau check out dan memilih metode pembayaran .  Tidak bisa di COD .  Masih ada batasan dan patokan minimum mungkin ya .  Tolong di perbaiki,__label__3
"Gilaa harga penanganan shopee mahal parah. Gua baru tau njir. Dri dulu"" make shopee nggk pernah keberatan sama biaya penanganan. Gua mau chekout harga yg dibeli nggk seberapa. Lah sekali liat harga penanganannya mahal banget shay",__label__1
"Sebagai konsumen, kadang kami tdk diperhatikan.  Pembatalan produk hy bs jika ada kebijakan dari yg punya toko.  Sdgkan alasan yg kami smpikan tdk ada artinya.  Jadi untuk apa ada alasan dr kami jika permohonan kami diabaikan.  Begitu juga dgn gratis ongkir, kadang gak ada.  Mohon diperhatikan keluhan kami.  Terimakasih shopee🙏",__label__3
aplikasi shopping terbaik,__label__5
Gimn cara menghentikan iklan branded yg tiba² mhe muncul soalnya menganggu aktivitas saya🙏🏻🙏🏻🙏🏻🙏🏻,__label__1
"Ahh, , sangat puas, akhirnya ku menemukan belanja online yg terbaik di indonsia",__label__5
   gratis ongkir rupiah ongkir gratis diskon doang,__label__3
Orang mau beli MAKANAN udh d isiin shopeepay malah akun sayaa d blokir APLIKASII KONNTL . Cs juga ga sopan Anjng cs nya.,__label__1
"Blanja jadi simpel mudah pesan beli langsung kirim bisa cod bayar di tempat,  Alhamdulillah berkah semoga sukses slalu shopee Aamiin👍👌",__label__5
Sangat² bagus banget . Aku saranin kalian yang ingin belanja online buruan download apk ini,__label__5
Jd terlalu berat nie aplikasi.. Jd bikin lemot hp. Apalagi hp saya kentang,__label__1
Sgt membantu bgt dimasa skrg ini gak bs sering2 keluar kl mau beli sesuatu tinggal order ke shopee aja deh. ,__label__5
"tolong dong di perbaiki aplikasi nya. .  kalo mau lihat variasi produk yang keluar malah gambar kado besar, terus kalo mau main game, loading nya lama banget. .  lihat di flash sale aja jga muncul gambar nya lama banget. . .  padahal aplikasinya selalu saya update, sudah log out dan log in lagi",__label__3
Semenjak saya menggunakan shopii saya gak pernah lagi beli barang di luar sangan membantu,__label__5
gak bisa cod,__label__1
sekarang shopee jadi lemot,__label__1
Belanja online dengan perbandingan harga termurah.  Mantap 👍,__label__5
"Gw ga ngerti, lelet bgt buka aplikasi ni hp gw, sekalipun gw gnti hp yg memory lebih besar, dan sinyal dijamin lancar dan full, tetep sj lelet, apanya yg bermasalah ya ? Mohon bntuannya shopee , thx",__label__3
"Saya sangat puas sebenernya puas dengan belanja diShopee , cuma yang sangat menganggu saya ialah , saat saya ingin mengubah alamat baru untuk yg saya pakai sekarang , itu kenapa tulisan nya alamat tidak SAH padahal saya copy alamat teman saya tinggal mencocokan tapi kenapa tidak SAH kan sangat menggangu saya untuk belanja diShopee kalo begini tolong pencerahan nya ! jangan sampai saya berpindah ke APLIKASI Lain thank you",__label__3
Makin lama kok makin mahal ya? Kenak biaya admin biaya isi saldo dan sebagainya.  Semakin lama semakin dibatasi.  Pengguna setia shopee makin mundur perlahan kalau kayak gini. ,__label__3
Ubah unsername selalu di tolak padahl berbagai alasan sudah saya kasih bangsat,__label__1
mudah dan cepat dalam proses pembelian 😊,__label__5
Belanja dishopee sangat memuaskan pengiriman barang sangat cepat dan produk original,__label__5
tolong pihak shopee ini bagaimana cara penarikan dana di shopee pay.  sedangkan mau daftar shopee pay aja suruh masukin kode OTP tapi tidak pernah di kirimkan kode OTP nya. mau daftarkan rekening bank juga kasus sama tidak dikirimkan kode OTP.  Terus bagaimana cara saya menarik uang saya kembali setelah pembatalan belanja.  gila aplikasi segede ini pelayanannya buruk sekali. ,__label__3
ad ap sama shopee ud gk ad vocer abis it COD gk bisa,__label__1
Barang bagus saya sangat suka,__label__5
Karna susah login gua kasi bintang sesuai masalah yg gue alami harus verifikasi wajah sih tapi gagal mlu hdeh,__label__1
"Barang gak bs masuk ke keranjang, mosok beli beberapa item di 1 toko gak bs sekaligus pengiriman. Udh hub cs, gak ada solusi Sy coba pakai yg beli lg, bisa, tp mau nambah barang gak bs, langsung ke metode pembayaran",__label__1
"Sebenernya saya cukup senang belanja dishopee ini banyak cashback dan voucher dari segi harga juga lumayan terjangkau Hanya saja untuk komplain pihak agen jika ditanyai hanya menjawab apa yg sudah diketahui pembeli, seperti pesanan saya yg amat sangat lama sampai nya dan bertanya lewat shopee chat agen hanya menjelaskan apa yg ada di tracking tanpa memberikan solusi.  Intinya benar2 kecewa dengan sistem pengirimannya",__label__3
"Oke bgt,  produknya oke semua",__label__5
  belanja online murah gratis ongkir  jamin puas,__label__5
Shopee barangnya bagus-bagus.  Tpi sayangnya ongkirnya amat sangat mahal.  Klo dihitung2 ongkirnya lebih mahal dripada hrga barang yg dipesan.  Saya jdi mikir2 lg klo mau pesan barang di shopee.  Saran saya tlng ongkirnya jgn terlalu mahal biar tmbah banyak yg berminat blnja di shopee. ,__label__3
