reviews,label
"Perbelanjaannya tidak ada problem akhir ""  ini.    Kendala saya :  1.   hanya dibingungkan tentang voucher free ongkir Rp.    0 diklaim ,   dipakai masih ada biaya.    2.    Masalah panen shoppe sudah dipanen ,   diklaim produk tertulis free eh waktu dimasukan keranjang kena harga produk dan biaya ongkirnya.    Bagaimana untuk membenerkan kendala customer agar apk belanja online ini masih bisa bertahan.    Terimaksih",__label__3
"Banyak promo2nya tapi kenapa kl wilayah jawa kadang msh ada ongkos kirimnya.   dan promo serba seribunya ,   knp susah banget ya dapatnya.   kl pun dapat biasanya jg yg receh2 ,   dan itupun ongkirnya mahal.    Sekedar saran ,   promo serba seribunya buat mereka yg pernah belanja barang tsb aja jadi biar makin senang.    Kita para emak - emak yang sering belanja ,   tp mereka yg dapat promo mewahnya  ( serba seribu ) ",__label__3
pelayanannya kok jd lama ya.    saya salah transfer ke no VA yg sdh dibatalkan.    n chat ke CS shopee sdh 2x n disuruh ngirim data 2x.    tinggal tunggu email dari pihak shopee.    eh smpe sekarang lom ada email apapun.   trus gmn ini ?  kan sebel jadinya.   .   ,__label__3
Ko Aneh ya.   .    Masa gk bisa liat toko pasti yg keluar ups halaman dalam masa perbaikan masa semua toko gk bisa dibuka apa lg difolow.   ,__label__3
"sebenarnya sistem dropship sesama penjual dlm shopee bisa ato enggak ?  ?  kenapa proses perubahan status dikemas menjadi dikirim lama bgt ,   sampe dpt notif  "" klo brg tdk dikirim pesanan akan otomatis dibatalkan "" .    pdhl brg udh ada ditangan pembeli dan pembeli sampe ikutan bantu notif ke shopee.    kalau mmg sistem itu tidak bisa ,   mending dihapus aja ,   ,   kasian para penjual yg jujur kirim brg jd kena jelek di mata pembeli",__label__3
"Kecewa saya order beberapa kali dengan COD jasa J  &  t lihat resi paket sudah di kirim tp mna ga ada yg ngirim boro boro tlp ke no hp yg tertera sengaja saya nunggu ujung "" nya di retur sekarang akun shopee dan alamat saya tidak bisa buat COD salah siapa d sini ? ",__label__3
"maaf ya saya kash 3 soalnya shopee gak seleksi dulu yang jualan.    saya kemarin kena tipu belanja di shopee.   .    tapi baru itu saya belanja di shopee ke a tipu biasanya aman ""  aja.    minta tolong dri shopee di koreksi lago toko "" nya",__label__3
Saya kesulitan dalam mendapatkan PIN shopeepay dikarenakan nomor hp lama sudah tidak aktif.     Sedangkan saya sangat kesulitan dalam mengubah nomor telpon.    Tombol next pada pengaturan perubahan telpon tidak berfungsi.    Saya sudah mencoba berulang kali tetapi tidak bisa.     Jadi saya mohon bantu saya untuk mendapatkan pin shopeepay.    Terimakasih,__label__3
"Gimana ni aplikasi kok susah banget ganti nomor hp.    Harus masukan no rekening lah ,   trus udah di masukkan tp mlh mintak verifikasi ke nomor yg mau diganti.    Mana nomornya ilang lagi.   ",__label__3
"Bagus si ini aplkasi byk diskon ,  a tp klo cod kurirnya aneh klo g dksh uang pas sellu jwb g ada kmbalian lah ga ada uang receh lah.   .   ank sy yg kecil smpe klabakn hrs nyr uang pas ,  kdg2 sk ngiklasin klo lbh.   .   sedian min kurirnya bt receh kmbalian cod !  ! ",__label__3
"gambarnya suka susah muncul ,   pdhl udah di restart ,   instal ulang ,   trus pernah isi saldo shopeepay pakai briva eh 2 hari tuh saldo ngga masuk2 shopeepay.    udah tlp pihak shopee ktnya tunggu .   .    tunggu lg diproses.    akhirnya tlp bank biar ditarik lg ke rekening baru deh pihak shopeenya chat bilang kalo saldo udah masuk.    heu .   .   .   ",__label__3
"Sering bangat akhir ""  belanja barang salah kirim barang trus ,   mau di return banyak bangat alasannya ,   apalagi beli produk luar negeri selalu saja ada 1 barang yg kurang.    Tolong perhatikan lagi",__label__3
"Apk nya bagus ,   tapi saya bingung kenapa ya voucher potongan harga pengguna baru tidak bisa digunakan ?  Setiap mau checkout memakai voucher tersebut selalu muncul keterangan voucher tidak sah ?  Dan shopee selalu ngelag bahkan jika mau kembali pun apk nya tidak merespon.    Tolong dijawab ya min🙏",__label__3
"Mudah mencari barang ,   aplikasi lumayan ringan ,   mudah menggunakan ,   banyak vocer promo ,   smoga makin banyak lagi kejutan takterduganya Dari 5 bintang turun 3 ,   kok makin jadi platinum vocernya makin kurang🥺",__label__3
"Pagi ""  ada yang nelpon saya atas nama official shopee jakarta ,   katanya mau ngasih voucher ke shopeepay atau ke rekening bank saya ( katanya sih untuk pelanggan setia bla bla bla )  ,  terus saya tanya kan buktinya mana ? Di aplikasi shopeenya gaada pemberitahuan apa ""  tuh ,   terus dia bilang katanya ngasih notif ke semua pengguna jam 7 pagi  ( pdhl gaada notif apa ""  wkwk msh pagi ngelantur )  ,   ngomongnya sih kaya logat org batak ,   udh gitu maksa lagi.    Saya lgsg hubungi admin diaplikasi shopenya ternyata hoax ,  hati "" ",__label__3
Akun saya dibekukan karna memang ada yg meretas.    Namun sampai sekarang aku saya belum dipulihkan .    Padahal udah member platinum dan dalam pemesana 2 paket yg sedang dikemas .    Mana udah dibayar😭😭😭,__label__3
"Misi min ,   saya pengguna baru.    Mau tanya knapa saya ga bisa bikin alamat yah ,   pasnya disaat saya pilih provinsi sama kabupaten ga bisa muncul ?  ?  ?  Minta solusi nya min ,   makasih.   ",__label__3
Kenapa shopeenya nggak bisa di buka mau cari produk apapun nggak kelihatan,__label__3
"Saya turunin bintangnya.   .   .    Saya udah pengguna lama shopee tapi knapa daftar shopee pay later gagal terus saya udah coba lebih dari 10 kali ,   ,   solusinya gimana ini wey  !  !  Saya perbaiki bintang kalo udah berhasil bikin sopee payleter mohon tanggapanya minn admin trnksh 🙏🙏",__label__3
"Sebenernya aku memang lebih suka belanja di shopee.    Tapi klo pas lagi liat² barang di shopee ,   suka lemot jadi bikin males liat2 barang pdhl aku sering update juga tp sama aja.    trs gimana caranya biar ga lemot selain di update ? ",__label__3
"kenapa shopee sekarang lele banget jaringan.   .    buka youtube ,   main game dan lain nya lancar aja.    tapi ketika saya buka shopee cek pesanan dikirim selalu gak bisa dibuka ,   loading aja.   .    tolong di perbaiki shopee demi kenyamanan pengguna.    terima kasih.   ",__label__3
"maaf iya kak ,   aku belum bisa ngasih ulasan apa pun karena aku sendiri belum pernah belanja online dishopee ,   tapi aku hanya bisa ngasih saran semoga shopee makin jaya ,  makin terpercaya dan jangan pernah ngecewain pembeli.   ",__label__3
Sekarang mah free ong nya di batas udh gtu krg nyaman sm pelayann nya.   .    pdhl saya hmpir tiap minggu blnja min sbln 2x n ga cm 1 atw 2 brg tp knp gini yah.   .    n sll pk shopee pay !  !  saya tinggal di kampung jd butuh bgt apk.    Ini tp kl gni cara nya saya akan pindh k toko sblh aja deh.   .   ,__label__3
"Sorry.    Shoppepay saya engga bisa aktif ,   soalnya nomor yg ada di shoppe nomor yg dulu.    Apa bisa diganti kah nomornya ?  ?  ?  Soalnya sudah brapa kali saya ganti tetap engga bisa ,   hubungi costumer care sudah.   .   .   ",__label__3
"Awal²aku pke shopee bagus sih ,  harga murah Tapi baru beberpaa hari ini akun ku ada kendala.    Metode pmbyarn COD GAK BISA !  !  Vocher Grtis ongkir GK BISA DIGUKAKAN  !  !  Pdhl aku udah isi saldo shopeepay tetep aja VOCHERNYA GA BISA DIGUNAKAN ,   beli vocher extra 10k cuma bisa digunakan 1x ,   udah Chat Cs shopee tp Sama sekali ngga bisa memecahkan Masalah ,  bener² BIKIN BETE.    Mau blnja² gabisa dpt potongan ongkir .    Dulu aku sering pke COD TP SEKARANG GAK BISA 😭 mohon diperbaiki dong COD COD COD NYA😡😭",__label__3
"HELP !  !  !  2 hari ini saya mengalami kendala apk lemot bnget padahal jaringan normal ,   bahkan sudah saya coba pakai WIFI ,   tapi tetap lemot.    Solusinya gmana min ?  Saya harus transaksi",__label__3
"Saya agak kurang puas di dengan aplikasi ini ,   masa pas di keranjang belanja di check out katanya jumblah barang di batasi !  !  mohon untuk pihak Shopee segera lakukan perbaikan !  !  !  ! ",__label__3
"Gmna si anj ,   katanya flash sale dapet diskon ,  kok harga pas di chekout ttp sama ,  tolol ,  udah nungguin lama malah gini  ,  buang2 kuota aja😌",__label__3
Sebenernya saya suka pakai shopee.    Tpi knapa skarng shopee jadi lemot kalau mau buka game /  kuis shopee.    Padahal udah sering di upgrade aplikasinya.    Tolong ditingkatkan lagi kualitasnya.    Pengen shopee kya dulu.   .   .   ,__label__3
"Kgk pengaruh banyak mau platinum ,   silver dll.    Sama aja ga ada bedanya.   .    Ongkirnya mahal2 kalo ga pake shopay.    Jd kalo pengen lebih murah belanja di toko sebelah.    Lumayan lah",__label__3
Dulu saya belanja d shope opsi pengiriman nya banyak Kenapa ini opsi pengiriman nya reguler aja saya ngk ngerti deh sama shope.    Waktu MLM saya belanja ongkir nya 0rb Lalu esok nya jadi 15rb.    Tolong d perbaiki ya kak.    Saya selalu update.    Tpi biasa nya msh gitu,__label__3
Hari ini kenapa si shopee gabisa ngisi pulsa lama bener loading nya padahal pake wifi sama data kenceng dua dua nya tapi lama bener loading nya,__label__3
Selama saya pake si alhamdulilah bagus.   .   smoga makin bsgus untuk kedepannya Tapi kok ini saya mau download lagi susah bgt yah,__label__3
"jadi lelet banget  ,  biaya penanganan cod mahal pula sekarang mah  ,   perbaiki lagi ya min biar gak lelet padahal jaringan bagus ,  mau pake voucher gratis ongkir juga gak bisa hmm skrg mah pdahal voucher nya msih lama  :  ( ",__label__3
"Untuk penjualan baju atau fashion tolong di kasih tau ke penjualnya.    Untuk ukuran barang yg di deskripsi harus slalu sesuai dengan ekspetasinya.    Sering menemukan penjual yg seperti itu.    Kalau alat elektronik ,   peralatan rumah tangga dan aksesoris slalu sesuai ekspetasi",__label__3
"Aplikasi Tokopedia jujur lebih kerasa ringan daripada shopee.    Saya ngga tau mungkin karena shopee terlalu banyak fitur yang kurang penting  ( game dll ) .    Tolong diperhatikan lagi ya.    Saya buka shopee ,   tapi gambar - gambarnya lama munculnya.   ",__label__3
"Ko skrng shope menyebalkan si ,   kenapa yg voucher kebanyakan yg buat shopepay doang ?  Kn gk semua pake shopepay !  Saya ingin belanja di beberapa toko jadi kaya ngerasa ke ganggu klo voucher untuk yg biasanya terbatas malahan jarang untuk voucher yg tanpa shopepay nya.    Tolong dong di perbaikin lagi !  !  !  Cukup kecewa saya !  !  !  ! ",__label__3
"Appnya bagus ,  cuman yang ga bagus itu sellernya ,   tingkatin lagi kapasitas seller luar negri buat buka toko di shopee ,   buat nyari barang ""  korea aja susah banget.   .   barang ""  dari barat juga susah  :  / ",__label__3
"So far makin kesini makin mengecewakan ,   ditambah opsi pengiriman hanya ada satu expedisi ,   seolah2 ada monopolis ,   sehingga berdampak sama lamanya pengiriman ,   tolong di tingkatkan pelayanannya",__label__3
"Kecewa😔 ,   setiap milih belanjaan udah cari metode pembayaran di tempat / COD tapi di opsi terakhir setelah mau ceckout tetep aja ga bisa Cod  ,  selalu suruh milih pembayaran lain ,   sangat di sayang kan😣",__label__3
"Untuk produk fisik dan promo oke banget ,   ada gratis shopee tanam juga ,   tp isi produk digital lamanya minta ampun ,   pdhal butuhnya urgent ,   blm lagi bpjs eror ,   di respon cs nya berhari2 kemudian ,   kalau ga bayar via olshop lain mah saya uda telat banget ,   kena denda deh.    But thx shopee.   ",__label__3
"sumpah ya shopee kebanyakan iklan pop up  (  ?  )  dan bikin shopee lelet bgt sampe jadi males bukanya.    tolong diperbaiki ya admin ,   saya sampe marah2 sendiri.    udah update versi terbaru ,   wifi jg lancar jaya ,   buka aplikasi apapun lancar bgt kok but shopee leletnya minta ampun",__label__3
"Saya pikir dengan ada.   y shopeepaylater itu membantu ,   lah kok membebani.   .    telat 1hari bayar langsung dapet bunga 30rb blum bunga transaksi awal yg cukup mahal buat saya.   .    takut bgt apa yaa kagak dibayar sampe telat 1hari aj bunganya gede bgt .   .    tolong min klu pengguna telat dalam 1minggu wajar klu bunga sebesar itu klu cuma 1hari keterlaluan sekali .    Makasih.   ",__label__3
"SARAN :  Tingkat pesanan tidak terselesaikan di ganti Min.   .    masa baru 1 kali gk menyelesaikan pesanan ,   penilaiannya jadi 100persen.   .    merugikan penjual.   .    harusnya 10persen.   .    satu kali lho masa kayak 100 kali aja.   .    padahal kn gk pasti penjualnya yang tledor bisa saja error.   .    Terimakasih",__label__3
"Hapus pasang apk mulu ni kak ,   shopee sering ngebug mulu.    Sering error pokoknya.    Katanya suruh apus sampah dan lainnya ,   itu udah juga tetep aja ngebug ,   aku mau bayar pesanan tbtb layar error pesanan tdk ditemukan.    Tolong perbaiki kak",__label__3
"Mohon maaf saya kasih bintang 3 dlu  ,  jadi gni sya berbelanja 4 produk dengan toko yang berbeda beda saya saat itu pesan malam2 ke esokan harinya ke empat produk masih dikemas dan sya mencoba menunggu kembali ,  dan di malam hari 3 produk yang syah pesan sudah dikirim namun 1 produkmasih di kemas ,   saya tunggu dong ke esokan paginyah kok masih di kemas aja padahal produk ini adalah produk pertama yang aku pesan ,  aku mencoba chat tokonyah tapi gak di respon2  ,  Tolong atasi penjual seperti ituu.   ☺",__label__3
"aq gk suka shopee .    karna semua mahal  ,   mending di lazada ongkirnya sedikit .    jdi aq kasih ajh shopee 3 bintang.    oh yh perkenal kan nama aq aulia atau bisa di sebut alya  ,   aq umur 10 thn .    makasih .   ",__label__3
"Rada kecewa dg admin shopee  ,   ,   ,   saya mau unboxing brg tp respon ny lambat  ,   ,   n sesi slalu brakhir  ,   gk ada solusi  ,   kalau gini saya jd rugi dong  ,   ,   tlong ya keluhan pengguna shopee diperhatikan  ,   terimakasih  ,  ",__label__3
"Quiz petgame kurang mendidik ,   kenapa harus artis / aktor drakor sedangkan ada quiz yang lebih mendidik  ( Mat ,   sejarah Indonesia ,   dll ) .     + Hiburan petnya ditambahin ,   jangan sepak bola saja.    Sekian.   .   ",__label__3
"Suka banget dg shopee ,   dri dlu g prnah ngecewain.    Tpi kok smnjak 11.   11 ini malah leletnya bukan main ?  Malah susah banget buat diakses.    Apa karena penggunanya trlalu bxk krn buru tiket black pink ataukan gamenya yg buat lelet ?  Mohon perbaikannya ,   soalnya malah gak nyaman pake shopee kalo aksesnya saja butuh sehari buat buka 1 toko saja",__label__3
"Belakangan belanja di shoope mengecewakan.   .   .    Pesan 2 yg dikirim 1 ,   Yg dipesan barang A yg datang barang B ,   tolong diperhatikan penjualnya ya.   .   .   Masa dalam 1 minggu ini harus 3 x ajukan pengembalian.   .   .   ",__label__3
Maaf ya aku kurangi rating nya.    Karena skarang blanja d shopee klaim gratis ongkirnya sering tidak dapat di gunakan.    Dan untuk siason 9.   9 atw 10.   10 dst.    Kurang rekoment karena ongkir jadi lebih mahal.    Saya langganan banget d shopee dan slalu mengejar gratis ongkir karena saya olshop.    Gk sprti dulu yg memang free ongkir tp ya memang gk 100% tp mayan lah lebih murah.    Tp sekarang mahal bgd ongkirnya.    Smoga dapat di mengerti.    Terimakasi,__label__3
"Shopee sekarang lemot bgts ,   dibandingkan aplikasi pesainya ,   dulu saya pakai app toko sebelah ,   karena shopee banyak promonya saya pindah ke shopee ,   tp belakang ini shopee lemot bgt ,   jadi males bukanya ,   mending pakai toko sebelah aja ,   saya pakai lancar.    Toh toko yg jual sama aja ,   mereka juga jualan di Shopee dan toko sebelah.    Tolong shopee perbaiki kualitas kalau tidak mau ditinggal pelangan.    Karena yg jual di Shopee juga jual di toko sebelah harga sama.   ",__label__3
"Aplikasinya bagus sih ,   semua toko pada pindah kesini semua ,   tp yah apknya mudah buat pembeli ,   buat penjual susah banget ,   produk uda ditambah ,   ngetik banyak dan upload foto ,   tp ya produk malah kena blokir ,   padahal gaada yg mencurigakan dan foto jg udah sesuai.    Baru kali ini pake shopee tp kurang puas.    Sad banget  :  ( ",__label__3
Tolong dong ini kenapa ya saya kan masuk lewat facebook tapi kok gabisa ya ?  gabisanya tuh udh terdaftar tapi malah disuruh daftar lagi pake email and username.    Mohon penjelasannya uang saya ada di sana kalau ga saya uninstall ni shopee.    Saya tunggu jawaban dari pihak shopee ! .   ,__label__3
"Tolong pihak shopee perhatikan kurir pengiriman ,  distatu pengiriman pesanan telah diterima oleh yang bersangkutan kenyataannya barang belum sehari semalam ,  kemudian barang diserahkan bukan sama yg bersangkutan tetapi dtetangga yg sma2 pesan dishopee pdhl yg bersangkutan stnby dirumah.   ",__label__3
"lebih komplit harga dan jenis barang ,   tapi mau login dg email gak bisa masuk suruh ubah pasword karena pasword saya lebih dari 16 karakter ,   jadinya kembali ketempat belanja yg lama ,   sukses buat shopee",__label__3
"akun aku perna tidak bisa belanja ,   tidak tau masalahnya apa sehingga tidak bisa mebuat pesanan ,   ,   ,  ",__label__3
"baru hari ini saya kecewa berat ,   padahal sudah beli gratis ongkir 5X tapi ga bisa di pake sama sekali.    saya sudah rugi di gratis ongkir untuk pesanan 3X sebanyak 53Rb.    tolong di perhatikan lagi shopee rating saya turunkan ! ",__label__3
Maaf shopee tapi ini kenapa spaylater saya tidak bisa dipakai ya ?  Padahal sudah berhasil di update ? ,__label__3
"Pengalaman belanja yg menyenangkan.   .   .    bnyk promo murahnya.    Tapi setelah di update ,   aplikasi shopee 12.   12 jadi tidak merespon di samsung galaxy tab 2 p3110.    Jadi yg versi baru kuhapus  &  pakai yg versi sebelumnya deh.   .   ",__label__3
"Suka bgt belanja di shopee ,   ,   cuma skrg pelit ongkir.    Harus belanja 50rb baru gratis ongkir ,   ,   udh gitu skrg apa² shopeepay  - _ -  ga enak tuh klo pake atm bca ga dpt gratis ongkir ,   tolong dong pihak shopee kl gratis ongkir jgn cuma shopeepay aja tp bisa buat semua pembayaran dong.   .    trs jgn 50rb  ,   ,   masa cuma mau beli 1 tp harus 50rb dlu tekorr 😭😭",__label__3
"Waktu itu aq dkrim ini sma shoppee.   .   trus aq dtlpn sma nmer bru yg blang dr shopee sy dpat hadiah 5 jt.   .   krn bukan shopee langsung aq ragu "" donk.   .   trus dy ngancam mau blok akun ku.   .   benar aja dblock.   .   .   wajar donk qt ragu.   .   bnyak pnpuan skrang.   .   tlong responnya.   .    <#> JANGAN BERI kode ini ke siapa pun ,   TERMASUK SHOPEE.    WASPADA PENIPUAN !  UBAH NO.    HANDPHONE ,   masukkan kode verifikasi  ( OTP )  998193.    jKPmMcdNAgI",__label__3
"Maaf admin mau menyampaikan komplain saya pesan lemari portabel tetapi yang dikirim malah pembersih muka ponds ,   saya chat penjual nya responya lambat ,   mohon penjelasannya min apakah ini kesalahan penjual atau dari pihak jasa pengiriman paketnya yang salah.    Langkah selanjutnya apa yang harus saya lakukan.   ",__label__3
"saya kecewa dgn aplikasi ini ,   masa pembelian dan pembayaran hari ini ,   sedangkan proses dan pengiirimannya di tunggu 24 jam.    kalo aplikasi lain cuman tunggu 4 jam barang sudah diproses dan dikirim.   ",__label__3
"Untuk memasukan alamat toko sm alamat utamanya gimana ya ,  kok makin ribet tidak ada pilihannya.    Tolong di perbaiki.    Sudah login berkali* tapi tetap gak bisa masukin alamat buat pemilihan jasa kirim",__label__3
"Maaf saya mau tanya kapan pengembalian uang saya ,   jelas2 saya batalin kata nya 1 atau 2 hari ni udah 3 hari kenapa belum di kembali kan ke kredivo saya dana nya ?  Atas nama ISMI di applikasi shoppe.   ",__label__3
"Aplikasinya tuh terasa lemot  &  berat klo di buka ,  padahal hp ram nya 8gb.    Makin kesini makin pelit sama ongkir ,  boro2 dapet gratis ongkir ,  potongan / diskon buat ongkir aj sekarang kaga ada ,   jadi terasa berat di ongkir klo belanja banyak.    Tuh tulisan GRATIS ONGKIR di kardus shopee mesti nya di ilangin aj ,  krn dah gak ada gratis ongkir  &  potongan ongkir jadi gak sesuai sama yg tertulis di kardus nya.   ",__label__3
Semoga review penilaian bisa diedit sebanyak 3kali karena terjadi error pada saat saya ingin mengedit review suatu produk dan ketika saya ingin mengedit ulang review ternyata tidak bisa lagi.   .   .   padahal terjadi error dari aplikasi itu sendiri,__label__3
"Kenapa di hp android saya aplikasi shopee ini tidak dapat dibuka ?  Saya sudah coba uninstal dan instal lagi kok tetap tidak dapat dibuka.    Beberapa hari yang lalu masih bisa dibuka ,   tapi dari kemarib sudah tidak dapat dibuka.    Mohon bantuannya terimakasih.   .   .   .   ",__label__3
"Aplikasi belanja oke ,   drmh aja barang datang.    Tp sekali diupdate ,   keterusan ,   Bru berapa hari minta update lgi ,   aplikasi yg lama aja anteng2 aja bos ,   ini aplikasi baru dihp sya minta update mulu.   ",__label__3
"Sy sudah lama menggunakan shopee tapi akhir ini kenapa bermasalah ,   lebih ribet.    pakai gratis ongkir tapi pas di chek out bertuliskan voucher tidak sesuai dengan kebijakan shopee.    Kurang puas untuk sekarang semoga segera diperbaiki.   ",__label__3
"Senang berbelanja dishopee.    Pengiriman cepat dan sesuai pesanan.    Hanyasaja pengembalian uang saat penjual membatalkan kenapa tidak dikembalikan.    Sampai sekarang saya belum terima pengembaliannya ,   harusnya bila dibatalkan uang akan masuk kembali ke saldo shopee saya.   .   .   .    Tolong shopee kasih arahan yang jelas mengenai pengembalian uang bila pesanan dibatalkan penjual atau pembeli.    Tentang pengembalian uang ini yang saya kurang puas terhadap Shopee.   .   .    😭😭😭😭",__label__3
Sering ada kendala saat checkout dan gratis ongkir tidak ada setiap hari,__label__3
"Aku member lama shopee ,   dulu kalo gratis ongkir lebih mudah ,   dan juga gak lambat kaya sekarang.    Masa di bawa milih2 barang aja sampe lama banget ,   sampe ketiduran aku tuh.    Isinya kebanyakan gak penting ,   game lah ,   apalah itu.    Belanja di shopee biar praktis gak makan waktu ini sampe ketiduran saking lola nya.   ",__label__3
"Ini gimana ya kok pin shopee pay saya gabisa diganti ?  ?  ?  Katanya sdh diproses tapi kok lama bgt ,   saya chat customer service jg ga ada balasan ,   sayang bgt habis top up shopee pay gabisa dipakee ,   skrg jadi dinonaktifkan ,   tolong dibalas",__label__3
"Maaf ikut berkomentar yaa.   .    Kenapa shopee pas di google playnya 89mb tapi pas sudah di download kenapa jadi besar bisa sampe 100mb lebih ,   bikin boros ram boros kuota .   .    padahal pelanggan shopee banyak jadi tolong di perbaiki lg yaa.   .   😊😊",__label__3
Hai shopee kenapa gak bisa log in sih.   .   .    Tolong donk.   .   .   aq mao liat pesanan qu udh dikirim ato belum.   .   .   klo bgini kan aq jdi takut barang ga dikirim.   .   .   krna harga nya lumayan besar klo bt aq.   .    Jadu tolong donk sistem nya di benahin lagi.   .   .   ,__label__3
"Maaf kak kok lokasi maps saya tidak singkron ya padahal alamat yg di masukan sudah benar dan ada di maps saya kan tinggal di jawa barat kan ya min namun setelah saya mengisi alamat maps dan sudah menemukannya malah muncul bacaan  "" alamat saat ini : Banten ,  alamat sebelumnnya : Jawa barat "" padahal mapsnya sudah benar di daerah Bekasi Jawa barat ,  tolong penjelasannya",__label__3
"Kapan saldo shopeepaylaterku balik lagi.    Ada gratis ongkir tapi harus pakek shopeepay  /  shopeepaylater.    Kinerja shopee menurun.    Punya temen temenku cuman dipotong separuh saldonya ,  punyaku di 0 in.    Padahal aku gak pernah telat bayar ,   &  sering belanja.   ",__label__3
"saya kasih bintang 3 aja ,   aplikasinya sih bagus ,   cuma gak ada pilihan pengirimannya.   ",__label__3
Kemaren aku kasih bintang 5 sekarang aku edit jadi 3 ya di karenakan aku nyoba isi atau beli paket data di shopee dengan sistem pembyaran shopeepay.    Saldo di shopeepay udah berkurang tapi paket data ku gak ada penambahan / masuk.    Aku ajukan pengembalian tidak bisa tapi sampai sekarang paket dataku tetap gak masuk /  aku terima.   ,__label__3
shopee.   .   .   .   .   mohon ongkirnya lebih murah dari aplikasi yg lain.   .   .   .   .   .   mau belanja tapi liat ongkirnya lebih mahal daripada barang yg dibeli jadi batal deh.   .   .   kalau bisa ongkirnya lebih murah.   ,__label__3
"Tolong Shopee Memberikan harga di Ongkir yg Pastí - pasti saja ,   seperti Pada saat Chekout ongkir nya Rp.   10000 ,   Eh ,   ,   ,   tiba Pada saat Buat Pesanan Ongkir nya Rp.    50000 ,  100000 ,  500000 ,  dst.   Kan Aneh ,   jadi Bingung pengguna Shopee Kalau seperti ini ,   tolong di Perbaiki lagilah ,   agar tidak Kalah saing di aplikasi sebelah ,   Oke ,   ,   ,   ? ",__label__3
"Saya sangat suka sama aplikasi shopee yang dulu cepat dan mudah.   tpi setelah di update ke shopee big ramadhan selalu mengalami ganguan tidak bisa log in dan tertulis  "" sistem sedang mengalami ganguan ""  terus menerus sudah di coba beberapa kali masih tetep gitu.   tolong solusinya !  !  ! 🙏🙏🙏",__label__3
Saya kasih 3 dulu karena blm sepenuhnya puas berbelanja di shopee.   .   .    Kendalanya kasih perlindungan untuk konsumen kurang maksimal.   .   .    TDK ad komplen pembelian akibat barangnya kurang.   .   .    Mohon perhatiannya untuk konsumen.   .   .   ,__label__3
"Selamat sore bpk / ibu yth .   .   .    Saya penguna shoppe atas nama Rachma dewi ,   tadi pagi saya di hubungi oleh pihak shoppe kalau saya memenangkan undian 2 jt ,   tapi setelahnya akun saya tidak busa di buka ,   mohon untuk pihak shoope bantuanya ,   untuk mematikan akun saya  ,   karna saya takut di salah gunakan",__label__3
"Suka banget nih ,   cuma mau saran aja berhubung shoppe pay sekarang udah gede e - walletnya ,   di bikin aplikasi terpisah saja min ,   biar lebih nyaman pakainya sat berada di merchant offline ,   kayak e - wallet sebelah",__label__3
"Untuk belanja oke Tapi untuk game shopee tanam ,   sejak versi sebelumnya selalu error.    Bisa dibuka tapi tidak ada tombol yamg bisa dipencet dan aplikasi selalu error setelahnya.    Pohon yang saya tanam mati semua.    Bukan karena nggak rajin ,   tapi karena nggak bisa disiram.   ",__label__3
Parah nih biaya penanganan untuk COD malah naik gini gak kaya biasa nya ! ,__label__3
aku suka bangett pake shopee.   .    gak pernah aku instal aplikasi blamja online lain selain shopee tapi kali ini saya kecewa ketika saya sudah mau hampir jadi member gold tapi gak bisa pake shopee paylater kasihan.   .   .    selalu gagal pas mau verivikasi wajah loading nya minta ampun padahal jaringan bagus hp alu juga gak nge lag tapi entahlah,__label__3
"Shopee sangat bergunaa untuk saya memenuhi kebutuhan dengan cara mudah ,   tp tolong dong update nya yg berguna juga ,   udh sering update tp masih agak lemot  ,   pas dipencet back gak respon app nya tau2 langsung keluar",__label__3
"Tinggal benerin pas masuk loadingnya lama bgt .   .    terus liat gambar loadingnya juga lama dan pas pengembalian dananya susah bgt ,   jadinya di ringanin lah jadi biar mudah pas saat pengembalian dananya.   .   .    Itu aja semangat ya.   .    aku selalu mendukung shope kok👌",__label__3
"Mohon diperbaiki !  riwayat pembatalan pesanan dishopee gk bisa dihapus ,   voucher gratis ongkir kebanyakan hanya shopeepay jadi mau gk mau harus top up gk kayak dulu lg ,   mau belanja jadi susah.   ",__label__3
Barang cenderung murah walau pun sering bermasalah dalam kiriman.    Evaluasi tatakrama aturan  &  syarat berjualam di aplikasi ini.   .   .    Semoga makin sukses.   .   .    Salam damai salam sukses !  !  ! ,__label__3
"Ada apa dengan shopee dan JnT.    Paket COD saya sudah saya ambil sendiri di kantor jNt dan bayar di tempat.    Tapi setelah sekian lama ,   ada keterangan barang gagal di kirim.    Aneh.   .   .   ",__label__3
"Mulai semakin ada kecocokan dengan kriteria saya ,   saran saya perbanyak promo semua kategori ,   dan sudah saya tambah bintang nya 2 kali jadi total 3 bintang ,   kalau semakin cocok semakin saya tambah bintang nya.    Terimakasih",__label__3
Hai.    Aku ada keluhan kok punyaku kalau log in nya gagal ya gak bisa masuk gitu pas aku isi no hp dan sandi terus log in gak mau masuk sinyal ok dan semua ok.    Lalu aku masuk ke akun lain juga gak bisa tolong di bantu shopee,__label__3
